DATE,거래단위,도매시장,산지-광역시도,등급,단위_무게(kg),1kg_물량,1kg_평균가격,weighted_price,광역시도,평균기온,평균풍속,평균강수량
2024-10-01,8kg그물망,서울가락도매,강원도,특,8,22824192,1132.094998149332,25839153600.0,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,서울가락도매,충청남도,특,8,10377536,743.5051249159724,7715751200.0,충청남도,16.32,2.29,92.38
2024-10-01,8kg그물망,서울가락도매,강원도,특,8,10340416,1248.23094157914,12907227200.000006,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,서울가락도매,강원도,특,8,6676480,828.4316286426381,5531007200.0,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,서울가락도매,강원도,특,8,6619776,990.4551453100528,6556591200.0,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,서울가락도매,강원도,특,8,5156480,984.7682139754252,5077937600.0,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,서울가락도매,강원도,특,8,3119040,1037.180927464861,3235008800.0,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,서울가락도매,강원도,특,8,1226112,953.0431151477188,1168537599.9999998,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,서울가락도매,전라남도,특,8,1049152,702.4400658817788,736966400.0,전라남도,17.71,2.19,126.95
2024-10-01,8kg그물망,서울가락도매,경상북도,특,8,556096,863.4796869605248,480177600.0,경상북도,15.24,1.35,96.98
2024-10-01,8kg그물망,안산도매시장,전라남도,특,8,548416,1160.783055198973,636592000.0,전라남도,17.71,2.19,126.95
2024-10-01,8kg그물망,서울가락도매,충청남도,특,8,522880,1103.182374541004,576832000.0000002,충청남도,16.32,2.29,92.38
2024-10-01,8kg그물망,인천삼산도매,충청남도,특,8,506752,927.1375347309926,469828799.99999994,충청남도,16.32,2.29,92.38
2024-10-01,8kg그물망,서울가락도매,강원도,특,8,462528,791.9762695447628,366311200.00000006,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,서울가락도매,강원도,특,8,416640,818.2411674347159,340912000.0,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,인천삼산도매,경기도,특,8,413632,1424.986461395636,589419999.9999998,경기도,14.59,1.06,76.26
2024-10-01,8kg그물망,인천삼산도매,강원도,특,8,323328,1056.747327790974,341676000.0,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,인천삼산도매,충청남도,특,8,315840,809.7137791286729,255740000.00000003,충청남도,16.32,2.29,92.38
2024-10-01,8kg그물망,춘천도매시장,서울특별시,특,8,292352,727.427758318739,212664960.0,서울특별시,16.37,1.28,64.31
2024-10-01,8kg그물망,서울가락도매,강원도,특,8,290560,569.0528634361234,165344000.00000003,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,안산도매시장,강원도,특,8,194560,887.6439144736842,172700000.0,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,대구북부도매,강원도,특,8,183936,1139.326722338204,209563199.9999999,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,대구북부도매,충청남도,특,8,176000,1009.227272727273,177624000.00000003,충청남도,16.32,2.29,92.38
2024-10-01,8kg그물망,서울가락도매,충청남도,특,8,166400,693.3173076923077,115368000.0,충청남도,16.32,2.29,92.38
2024-10-01,8kg그물망,대구북부도매,강원도,특,8,166016,807.9944101773323,134140000.0,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,강릉도매시장,강원도,특,8,163008,789.9234393404005,128763840.0,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,대구북부도매,강원도,특,8,153088,972.8783444816055,148936000.00000003,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,서울가락도매,충청남도,특,8,141568,514.7321428571429,72869600.0,충청남도,16.32,2.29,92.38
2024-10-01,8kg그물망,서울가락도매,강원도,특,8,120320,840.6914893617021,101152000.0,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,인천삼산도매,전라남도,특,8,119680,1481.717914438502,177331999.9999999,전라남도,17.71,2.19,126.95
2024-10-01,8kg그물망,서울가락도매,경상북도,특,8,109056,312.5,34080000.0,경상북도,15.24,1.35,96.98
2024-10-01,8kg그물망,강릉도매시장,강원도,특,8,99264,665.2240490006448,66032800.0,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,강릉도매시장,강원도,특,8,98432,510.5331599479844,50252800.0,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,서울가락도매,강원도,특,8,92800,1365.172413793104,126688000.00000004,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,인천삼산도매,충청남도,특,8,92800,951.9396551724137,88340000.0,충청남도,16.32,2.29,92.38
2024-10-01,8kg그물망,인천삼산도매,충청남도,특,8,84736,1198.357250755287,101544000.0,충청남도,16.32,2.29,92.38
2024-10-01,8kg그물망,서울가락도매,충청남도,특,8,72384,506.4765694076038,36660799.99999999,충청남도,16.32,2.29,92.38
2024-10-01,8kg그물망,대구북부도매,대구광역시,특,8,64896,1145.82100591716,74359200.00000001,대구광역시,16.0,1.12,78.55
2024-10-01,8kg그물망,안양도매시장,강원도,특,8,61440,1205.078125,74040000.0,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,서울가락도매,경상북도,특,8,57600,496.25,28584000.0,경상북도,15.24,1.35,96.98
2024-10-01,8kg그물망,충주도매시장,충청북도,특,8,50432,1269.194162436549,64008000.000000045,충청북도,14.42,1.12,109.71
2024-10-01,8kg그물망,안양도매시장,강원도,특,8,49408,1069.170984455959,52825600.000000015,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,서울가락도매,전라남도,특,8,42880,1124.813432835821,48232000.00000001,전라남도,17.71,2.19,126.95
2024-10-01,8kg그물망,인천삼산도매,강원도,특,8,40320,1725.992063492064,69592000.00000003,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,원주도매시장,강원도,특,8,34048,766.2124060150376,26088000.0,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,원주도매시장,강원도,특,8,33472,1098.589866156788,36772000.00000001,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,인천삼산도매,강원도,특,8,32768,968.75,31744000.0,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,인천구월도매,충청남도,특,8,32512,511.8602362204724,16641600.0,충청남도,16.32,2.29,92.38
2024-10-01,8kg그물망,인천삼산도매,경상남도,특,8,31680,1023.989898989899,32440000.0,경상남도,16.97,1.67,154.88
2024-10-01,8kg그물망,창원내서도매시장,경상남도,특,8,30656,917.7974947807933,28136000.0,경상남도,16.97,1.67,154.88
2024-10-01,8kg그물망,대구북부도매,강원도,특,8,28800,858.3333333333335,24720000.000000004,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,인천삼산도매,강원도,특,8,28736,824.8886414253898,23704000.0,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,대구북부도매,경상북도,특,8,27136,1085.554245283019,29457600.000000007,경상북도,15.24,1.35,96.98
2024-10-01,8kg그물망,충주도매시장,서울특별시,특,8,25664,1641.0536159601,42116000.00000001,서울특별시,16.37,1.28,64.31
2024-10-01,8kg그물망,청주도매시장,강원도,특,8,25344,1106.818181818182,28051200.000000004,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,인천삼산도매,전라남도,특,8,24704,1546.30829015544,38199999.99999999,전라남도,17.71,2.19,126.95
2024-10-01,8kg그물망,안양도매시장,충청남도,특,8,24704,1106.282383419689,27329599.999999996,충청남도,16.32,2.29,92.38
2024-10-01,8kg그물망,인천삼산도매,제주도,특,8,24704,802.7849740932643,19832000.0,제주도,18.36,3.63,194.0
2024-10-01,8kg그물망,대구북부도매,전라남도,특,8,22784,1466.116573033707,33403999.99999998,전라남도,17.71,2.19,126.95
2024-10-01,8kg그물망,청주도매시장,충청남도,특,8,22272,988.1465517241379,22008000.0,충청남도,16.32,2.29,92.38
2024-10-01,8kg그물망,대구북부도매,강원도,특,8,21120,933.7121212121212,19720000.0,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,인천삼산도매,강원도,특,8,20480,500.0,10240000.0,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,대구북부도매,경상북도,특,8,13824,1580.381944444444,21847199.999999993,경상북도,15.24,1.35,96.98
2024-10-01,8kg그물망,원주도매시장,충청북도,특,8,10880,1738.676470588235,18916799.999999996,충청북도,14.42,1.12,109.71
2024-10-01,8kg그물망,부산반여도매,전라남도,특,8,10560,673.8636363636364,7116000.0,전라남도,17.71,2.19,126.95
2024-10-01,8kg그물망,인천삼산도매,전라북도,특,8,10240,1375.0,14080000.0,전라북도,15.58,1.78,81.11
2024-10-01,8kg그물망,부산반여도매,경상남도,특,8,10240,387.5,3968000.0,경상남도,16.97,1.67,154.88
2024-10-01,8kg그물망,춘천도매시장,서울특별시,특,8,10048,580.0398089171973,5828239.999999999,서울특별시,16.37,1.28,64.31
2024-10-01,8kg그물망,대구북부도매,경상북도,특,8,9984,1250.0,12480000.0,경상북도,15.24,1.35,96.98
2024-10-01,8kg그물망,인천구월도매,경기도,특,8,9664,312.5,3020000.0,경기도,14.59,1.06,76.26
2024-10-01,8kg그물망,서울가락도매,강원도,특,8,6656,778.8461538461537,5183999.999999999,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,청주도매시장,충청북도,특,8,6528,413.4803921568629,2699200.000000001,충청북도,14.42,1.12,109.71
2024-10-01,8kg그물망,안양도매시장,전라남도,특,8,6272,1437.5,9016000.0,전라남도,17.71,2.19,126.95
2024-10-01,8kg그물망,강릉도매시장,강원도,특,8,5952,744.3548387096776,4430400.000000001,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,인천삼산도매,강원도,특,8,5824,1081.043956043956,6296000.0,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,대구북부도매,대구광역시,특,8,5504,1437.5,7912000.0,대구광역시,16.0,1.12,78.55
2024-10-01,8kg그물망,인천구월도매,강원도,특,8,4288,1214.55223880597,5208000.0,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,청주도매시장,강원도,특,8,3904,1375.0,5368000.0,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,대구북부도매,전라남도,특,8,3840,1000.0,3840000.0,전라남도,17.71,2.19,126.95
2024-10-01,8kg그물망,대구북부도매,경상북도,특,8,2944,937.5,2760000.0,경상북도,15.24,1.35,96.98
2024-10-01,8kg그물망,인천삼산도매,강원도,특,8,2816,1042.613636363636,2935999.999999999,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,부산반여도매,부산광역시,특,8,2688,875.0,2352000.0,부산광역시,18.57,2.17,196.62
2024-10-01,8kg그물망,인천구월도매,충청남도,특,8,2624,637.1951219512194,1671999.9999999998,충청남도,16.32,2.29,92.38
2024-10-01,8kg그물망,강릉도매시장,강원도,특,8,2560,1875.0,4800000.0,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,인천삼산도매,강원도,특,8,2368,898.6486486486486,2128000.0,강원도,12.93,1.56,130.36
2024-10-01,8kg그물망,인천구월도매,충청남도,특,8,1536,937.5,1440000.0,충청남도,16.32,2.29,92.38
2024-10-01,8kg그물망,청주도매시장,충청북도,특,8,1280,825.0,1056000.0,충청북도,14.42,1.12,109.71
2024-10-01,8kg그물망,광주서부도매,전라북도,특,8,1152,1575.0,1814400.0,전라북도,15.58,1.78,81.11
2024-10-01,8kg그물망,대구북부도매,경상북도,특,8,1024,287.5,294400.0,경상북도,15.24,1.35,96.98
2024-10-01,8kg그물망,대구북부도매,경상북도,특,8,832,812.5,676000.0,경상북도,15.24,1.35,96.98
2024-10-01,8kg그물망,원주도매시장,서울특별시,특,8,256,1378.125,352800.0,서울특별시,16.37,1.28,64.31
2024-09-01,8kg그물망,서울가락도매,강원도,특,8,18544576,754.4917500405511,13991729600.000004,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,서울가락도매,강원도,특,8,9683392,833.1348353965222,8067571200.0,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,서울가락도매,강원도,특,8,9498240,635.5687790580149,6036784800.0,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,서울가락도매,강원도,특,8,9189184,828.3096301042617,7611489600.0,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,서울가락도매,강원도,특,8,8019072,767.0091501859566,6150701600.0,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,서울가락도매,강원도,특,8,4257664,726.3438354928899,3092527999.9999995,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,서울가락도매,강원도,특,8,1329408,613.3448873483536,815385600.0000001,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,대구북부도매,강원도,특,8,540928,714.9860979649787,386756000.0,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,안산도매시장,강원도,특,8,476160,809.6354166666665,385515999.99999994,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,인천삼산도매,충청남도,특,8,462272,879.6206562370206,406624000.0,충청남도,24.88,1.97,209.78
2024-09-01,8kg그물망,인천삼산도매,경기도,특,8,392256,1077.265867188775,422564000.0000001,경기도,23.86,1.22,161.75
2024-09-01,8kg그물망,대구북부도매,강원도,특,8,363712,773.552701038184,281350399.99999994,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,안산도매시장,전라남도,특,8,351616,848.8805970149252,298479999.99999994,전라남도,25.73,1.9,222.83
2024-09-01,8kg그물망,춘천도매시장,서울특별시,특,8,279232,626.5135801054321,174942640.0,서울특별시,25.19,1.44,158.72
2024-09-01,8kg그물망,인천삼산도매,강원도,특,8,262272,844.7260858955588,221548000.0,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,대구북부도매,강원도,특,8,195776,879.4295521412228,172171200.00000003,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,인천삼산도매,강원도,특,8,193664,825.3469927296761,159840000.0,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,인천삼산도매,충청남도,특,8,162368,713.3671659440283,115827999.99999999,충청남도,24.88,1.97,209.78
2024-09-01,8kg그물망,인천삼산도매,충청남도,특,8,153024,700.6221246340443,107212000.0,충청남도,24.88,1.97,209.78
2024-09-01,8kg그물망,인천삼산도매,강원도,특,8,131136,745.424597364568,97751999.99999999,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,대구북부도매,강원도,특,8,125696,839.7021384928717,105547200.0,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,서울가락도매,강원도,특,8,122880,482.8125,59328000.0,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,충주도매시장,강원도,특,8,97920,644.6977124183006,63128800.0,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,강릉도매시장,강원도,특,8,97472,793.54891661195,77348799.99999999,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,인천삼산도매,제주도,특,8,95104,882.4865410497981,83928000.0,제주도,24.61,3.14,321.62
2024-09-01,8kg그물망,강릉도매시장,강원도,특,8,93888,566.5047716428085,53188000.0,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,강릉도매시장,강원도,특,8,90432,655.3060863411182,59260640.0,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,대구북부도매,경상북도,특,8,72000,599.7666666666667,43183200.0,경상북도,23.65,1.32,205.05
2024-09-01,8kg그물망,인천삼산도매,전라남도,특,8,70912,971.9652527075813,68924000.0,전라남도,25.73,1.9,222.83
2024-09-01,8kg그물망,대구북부도매,강원도,특,8,70080,935.0913242009133,65531200.0,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,대구북부도매,강원도,특,8,68480,718.4579439252336,49200000.0,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,광주서부도매,강원도,특,8,65728,1224.756572541383,80500800.00000003,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,인천삼산도매,강원도,특,8,50944,740.0282663316581,37699999.99999999,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,충주도매시장,충청북도,특,8,50624,641.4664981036663,32473600.0,충청북도,23.9,1.08,233.7
2024-09-01,8kg그물망,서울가락도매,강원도,특,8,46080,806.25,37152000.0,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,인천삼산도매,강원도,특,8,43136,894.2878338278932,38576000.0,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,원주도매시장,강원도,특,8,30592,822.2803347280335,25155200.0,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,강릉도매시장,강원도,특,8,27264,665.8157276995305,18152800.0,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,대구북부도매,강원도,특,8,25856,750.0,19392000.0,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,대구북부도매,전라남도,특,8,23424,875.0,20496000.0,전라남도,25.73,1.9,222.83
2024-09-01,8kg그물망,대구북부도매,인천광역시,특,8,21184,1031.797583081571,21857600.0,인천광역시,24.49,2.16,140.67
2024-09-01,8kg그물망,안산도매시장,전라남도,특,8,20160,987.6587301587301,19911200.0,전라남도,25.73,1.9,222.83
2024-09-01,8kg그물망,대구북부도매,경상북도,특,8,19456,780.8388157894736,15192000.0,경상북도,23.65,1.32,205.05
2024-09-01,8kg그물망,안양도매시장,강원도,특,8,19200,1100.0,21120000.0,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,충주도매시장,강원도,특,8,18624,437.671821305842,8151200.000000002,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,충주도매시장,서울특별시,특,8,15680,1449.234693877551,22724000.0,서울특별시,25.19,1.44,158.72
2024-09-01,8kg그물망,대구북부도매,전라남도,특,8,15360,1065.625,16368000.0,전라남도,25.73,1.9,222.83
2024-09-01,8kg그물망,대구북부도매,강원도,특,8,15360,1003.125,15408000.0,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,인천삼산도매,전라남도,특,8,11712,750.0,8784000.0,전라남도,25.73,1.9,222.83
2024-09-01,8kg그물망,대구북부도매,경상북도,특,8,8512,671.2406015037594,5713600.0,경상북도,23.65,1.32,205.05
2024-09-01,8kg그물망,대구북부도매,충청남도,특,8,7680,1025.0,7872000.0,충청남도,24.88,1.97,209.78
2024-09-01,8kg그물망,대구북부도매,강원도,특,8,7424,1113.038793103448,8263199.999999997,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,충주도매시장,충청북도,특,8,6400,743.75,4760000.0,충청북도,23.9,1.08,233.7
2024-09-01,8kg그물망,인천구월도매,강원도,특,8,5184,437.5,2268000.0,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,안양도매시장,강원도,특,8,5184,312.5,1620000.0,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,울산도매시장,강원도,특,8,4544,687.5,3124000.0,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,인천삼산도매,강원도,특,8,4544,562.5,2556000.0,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,인천삼산도매,강원도,특,8,4544,500.0,2272000.0,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,인천구월도매,강원도,특,8,3904,500.0,1952000.0,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,인천삼산도매,강원도,특,8,3840,875.0,3360000.0,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,인천구월도매,강원도,특,8,3200,595.0,1904000.0,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,인천구월도매,강원도,특,8,3136,591.8367346938776,1856000.0,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,안양도매시장,강원도,특,8,2560,687.5,1760000.0,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,인천구월도매,충청남도,특,8,2496,750.0,1872000.0,충청남도,24.88,1.97,209.78
2024-09-01,8kg그물망,부산반여도매,부산광역시,특,8,2240,850.0,1904000.0,부산광역시,25.54,2.05,409.32
2024-09-01,8kg그물망,부산반여도매,전라남도,특,8,2240,575.0,1288000.0,전라남도,25.73,1.9,222.83
2024-09-01,8kg그물망,충주도매시장,충청북도,특,8,2176,399.264705882353,868800.0000000001,충청북도,23.9,1.08,233.7
2024-09-01,8kg그물망,강릉도매시장,강원도,특,8,1920,770.8333333333335,1480000.0000000002,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,인천구월도매,강원도,특,8,1600,795.5,1272800.0,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,인천구월도매,강원도,특,8,1408,1000.0,1408000.0,강원도,20.84,1.55,275.24
2024-09-01,8kg그물망,대구북부도매,경상북도,특,8,1344,687.5,924000.0,경상북도,23.65,1.32,205.05
2024-09-01,8kg그물망,광주서부도매,전라북도,특,8,640,525.0,336000.0,전라북도,24.62,1.54,183.71
2024-08-01,8kg그물망,서울가락도매,강원도,특,8,20163264,712.3864072800911,14364035200.0,강원도,25.44,1.53,108.31
2024-08-01,8kg그물망,서울가락도매,강원도,특,8,16067648,751.0965637285557,12068355200.0,강원도,25.44,1.53,108.31
2024-08-01,8kg그물망,서울가락도매,강원도,특,8,9435840,797.4593888832367,7524699200.0,강원도,25.44,1.53,108.31
2024-08-01,8kg그물망,서울가락도매,강원도,특,8,6240256,637.7834499097473,3979932000.0000005,강원도,25.44,1.53,108.31
2024-08-01,8kg그물망,서울가락도매,강원도,특,8,3992576,862.4336769043344,3443332000.0,강원도,25.44,1.53,108.31
2024-08-01,8kg그물망,서울가락도매,경상북도,특,8,2020544,730.6697602229895,1476350400.0,경상북도,27.11,1.4,65.74
2024-08-01,8kg그물망,서울가락도매,강원도,특,8,1817152,700.065156904871,1272124800.0,강원도,25.44,1.53,108.31
2024-08-01,8kg그물망,서울가락도매,강원도,특,8,1032064,665.7711149696142,687118400.0,강원도,25.44,1.53,108.31
2024-08-01,8kg그물망,서울가락도매,경상북도,특,8,938880,727.1634287661896,682719200.0,경상북도,27.11,1.4,65.74
2024-08-01,8kg그물망,서울가락도매,강원도,특,8,851264,444.8236974663559,378662400.0,강원도,25.44,1.53,108.31
2024-08-01,8kg그물망,서울가락도매,경상북도,특,8,840000,657.5,552300000.0,경상북도,27.11,1.4,65.74
2024-08-01,8kg그물망,인천삼산도매,충청남도,특,8,749952,933.5957501280081,700152000.0,충청남도,27.77,1.83,87.88
2024-08-01,8kg그물망,서울가락도매,강원도,특,8,714304,516.5677358659618,368986400.0,강원도,25.44,1.53,108.31
2024-08-01,8kg그물망,안산도매시장,강원도,특,8,662016,684.2191125290024,452964000.0,강원도,25.44,1.53,108.31
2024-08-01,8kg그물망,대구북부도매,강원도,특,8,551552,814.6988860524485,449348800.0000001,강원도,25.44,1.53,108.31
2024-08-01,8kg그물망,대구북부도매,강원도,특,8,524160,895.2655677655679,469262400.00000006,강원도,25.44,1.53,108.31
2024-08-01,8kg그물망,인천삼산도매,강원도,특,8,446784,835.7327030511389,373392000.0,강원도,25.44,1.53,108.31
2024-08-01,8kg그물망,안산도매시장,전라남도,특,8,394048,687.5507552379405,270928000.0,전라남도,27.93,1.81,82.52
2024-08-01,8kg그물망,인천삼산도매,충청남도,특,8,386048,778.9497679045093,300712000.0,충청남도,27.77,1.83,87.88
2024-08-01,8kg그물망,인천삼산도매,경기도,특,8,344064,1018.694196428571,350495999.9999998,경기도,27.85,1.14,112.36
2024-08-01,8kg그물망,인천삼산도매,충청남도,특,8,335680,869.9356530028598,292020000.0,충청남도,27.77,1.83,87.88
2024-08-01,8kg그물망,대구북부도매,강원도,특,8,294592,890.3269606778188,262283199.99999997,강원도,25.44,1.53,108.31
2024-08-01,8kg그물망,춘천도매시장,서울특별시,특,8,235456,491.9611307420494,115835199.99999999,서울특별시,28.99,1.43,107.43
2024-08-01,8kg그물망,강릉도매시장,강원도,특,8,146816,912.8432868352224,134020000.00000001,강원도,25.44,1.53,108.31
2024-08-01,8kg그물망,광주서부도매,강원도,특,8,114560,1195.677374301676,136976800.0,강원도,25.44,1.53,108.31
2024-08-01,8kg그물망,서울가락도매,강원도,특,8,109440,953.9473684210526,104400000.0,강원도,25.44,1.53,108.31
2024-08-01,8kg그물망,대구북부도매,강원도,특,8,106496,609.6754807692307,64927999.99999999,강원도,25.44,1.53,108.31
2024-08-01,8kg그물망,대구북부도매,강원도,특,8,82880,791.6795366795367,65614400.0,강원도,25.44,1.53,108.31
2024-08-01,8kg그물망,대구북부도매,강원도,특,8,80640,854.1666666666665,68879999.99999999,강원도,25.44,1.53,108.31
2024-08-01,8kg그물망,인천삼산도매,강원도,특,8,77760,853.0349794238683,66332000.0,강원도,25.44,1.53,108.31
2024-08-01,8kg그물망,대구북부도매,경상북도,특,8,63872,1068.324148296593,68235999.99999999,경상북도,27.11,1.4,65.74
2024-08-01,8kg그물망,인천삼산도매,전라남도,특,8,57984,497.6545253863135,28856000.0,전라남도,27.93,1.81,82.52
2024-08-01,8kg그물망,충주도매시장,충청북도,특,8,57856,734.9142699115044,42519200.0,충청북도,27.35,1.1,67.85
2024-08-01,8kg그물망,충주도매시장,강원도,특,8,53120,548.1927710843373,29120000.0,강원도,25.44,1.53,108.31
2024-08-01,8kg그물망,대구북부도매,경상북도,특,8,49024,816.6938642297652,40037600.00000001,경상북도,27.11,1.4,65.74
2024-08-01,8kg그물망,인천구월도매,강원도,특,8,46208,809.6606648199446,37412800.0,강원도,25.44,1.53,108.31
2024-08-01,8kg그물망,대구북부도매,경상북도,특,8,43456,672.680412371134,29232000.0,경상북도,27.11,1.4,65.74
2024-08-01,8kg그물망,인천삼산도매,전라남도,특,8,42560,608.3646616541354,25892000.0,전라남도,27.93,1.81,82.52
2024-08-01,8kg그물망,대구북부도매,강원도,특,8,42240,690.9090909090909,29184000.0,강원도,25.44,1.53,108.31
2024-08-01,8kg그물망,원주도매시장,강원도,특,8,40512,945.695102685624,38312000.0,강원도,25.44,1.53,108.31
2024-08-01,8kg그물망,부산반여도매,부산광역시,특,8,38272,448.0351170568561,17147199.999999996,부산광역시,28.11,2.21,91.22
2024-08-01,8kg그물망,대구북부도매,충청남도,특,8,34560,952.7777777777777,32927999.999999996,충청남도,27.77,1.83,87.88
2024-08-01,8kg그물망,충주도매시장,경상북도,특,8,33728,436.1480075901327,14710399.999999996,경상북도,27.11,1.4,65.74
2024-08-01,8kg그물망,대구북부도매,강원도,특,8,31104,500.0,15552000.0,강원도,25.44,1.53,108.31
2024-08-01,8kg그물망,충주도매시장,서울특별시,특,8,27072,1341.459810874705,36316000.000000015,서울특별시,28.99,1.43,107.43
2024-08-01,8kg그물망,원주도매시장,경상북도,특,8,26944,370.5166270783848,9983200.0,경상북도,27.11,1.4,65.74
2024-08-01,8kg그물망,강릉도매시장,강원도,특,8,23680,1148.243243243243,27190399.999999993,강원도,25.44,1.53,108.31
2024-08-01,8kg그물망,안양도매시장,충청남도,특,8,23424,1020.833333333333,23911999.999999993,충청남도,27.77,1.83,87.88
2024-08-01,8kg그물망,안양도매시장,강원도,특,8,23040,562.5,12960000.0,강원도,25.44,1.53,108.31
2024-08-01,8kg그물망,안양도매시장,강원도,특,8,21120,880.6818181818181,18600000.0,강원도,25.44,1.53,108.31
2024-08-01,8kg그물망,강릉도매시장,강원도,특,8,20160,653.0952380952381,13166400.0,강원도,25.44,1.53,108.31
2024-08-01,8kg그물망,인천구월도매,충청북도,특,8,19584,825.7761437908498,16172000.000000002,충청북도,27.35,1.1,67.85
2024-08-01,8kg그물망,대구북부도매,강원도,특,8,14720,1176.630434782609,17320000.000000004,강원도,25.44,1.53,108.31
2024-08-01,8kg그물망,대구북부도매,강원도,특,8,14464,732.3008849557522,10592000.0,강원도,25.44,1.53,108.31
2024-08-01,8kg그물망,인천구월도매,충청남도,특,8,14464,645.4646017699115,9336000.0,충청남도,27.77,1.83,87.88
2024-08-01,8kg그물망,청주도매시장,강원도,특,8,13888,340.8410138248847,4733599.999999999,강원도,25.44,1.53,108.31
2024-08-01,8kg그물망,부산반여도매,전라남도,특,8,13760,412.6744186046511,5678399.999999999,전라남도,27.93,1.81,82.52
