,DATE,거래단위,평균가격,총거래물량,총거래금액,도매시장,도매법인,품목,품종,산지-광역시도,산지-시군구,등급,1kg_평균가격,1kg_총거래물량
0,2024-11-01,8kg그물망,7570.347367788504,2263192.0,2141643700,서울가락도매,대아청과,양배추,양배추(일반),충청남도,서산시,특,946.293420973563,18105536
1,2024-11-01,8kg그물망,8394.011827284383,1803288.0,1892102600,서울가락도매,대아청과,양배추,양배추(일반),전라남도,무안군,특,1049.251478410548,14426304
2,2024-11-01,8kg그물망,9639.916816449157,921336.0,1110200300,서울가락도매,대아청과,양배추,양배추(일반),강원도,정선군,특,1204.989602056145,7370688
3,2024-11-01,8kg그물망,7854.459906467434,420816.0,413160300,서울가락도매,대아청과,양배추,양배추(일반),충청남도,태안군,특,981.8074883084292,3366528
4,2024-11-01,8kg그물망,6939.58536725435,417912.0,362517000,서울가락도매,대아청과,양배추,양배추(일반),충청남도,당진시,특,867.4481709067937,3343296
5,2024-11-01,8kg그물망,11166.62171274444,225416.0,314641900,서울가락도매,대아청과,양배추,양배추(일반),강원도,삼척시,특,1395.827714093055,1803328
6,2024-11-01,8kg그물망,5391.618734593262,97360.0,65616000,서울가락도매,대아청과,양배추,양배추(일반),경상북도,문경시,특,673.9523418241578,778880
7,2024-11-01,8kg그물망,7596.130536130536,85800.0,81468500,인천삼산도매,부평농산,양배추,양배추(일반),충청남도,서산시,특,949.516317016317,686400
8,2024-11-01,8kg그물망,6811.233188103807,84464.0,71913000,안산도매시장,안산농산물,양배추,양배추(일반),전라남도,무안군,특,851.4041485129759,675712
9,2024-11-01,8kg그물망,6982.498153813694,75832.0,66187100,서울가락도매,한국청과,양배추,양배추(일반),전라남도,무안군,특,872.8122692267118,606656
10,2024-11-01,8kg그물망,7648.684528119719,66288.0,63377000,인천삼산도매,경인농산,양배추,양배추(일반),충청남도,서산시,특,956.0855660149649,530304
11,2024-11-01,8kg그물망,5016.203313675934,56976.0,35725400,서울가락도매,대아청과,양배추,양배추(일반),강원도,강릉시,특,627.0254142094917,455808
12,2024-11-01,8kg그물망,6941.455927495981,54728.0,47486500,인천삼산도매,삼산원협(공),양배추,양배추(일반),충청남도,서산시,특,867.6819909369976,437824
13,2024-11-01,8kg그물망,7985.271672771672,52416.0,52319500,서울가락도매,대아청과,양배추,양배추(일반),강원도,횡성군,특,998.158959096459,419328
14,2024-11-01,8kg그물망,6488.145315487571,41840.0,33933000,서울가락도매,대아청과,양배추,양배추(일반),강원도,태백시,특,811.0181644359463,334720
15,2024-11-01,8kg그물망,7866.688311688313,36960.0,36344100,서울가락도매,대아청과,양배추,양배추(일반),전라남도,신안군,특,983.3360389610391,295680
16,2024-11-01,8kg그물망,4815.512015587789,36952.0,22242850,춘천도매시장,춘천원협(공),양배추,양배추(일반),서울특별시,송파구,특,601.9390019484737,295616
17,2024-11-01,8kg그물망,3407.505518763796,36240.0,15436000,서울가락도매,대아청과,양배추,양배추(일반),강원도,춘천시,특,425.9381898454745,289920
18,2024-11-01,8kg그물망,5285.357862903225,31744.0,20972300,서울가락도매,대아청과,양배추,양배추(일반),강원도,평창군,특,660.6697328629032,253952
19,2024-11-01,8kg그물망,6614.97461928934,31520.0,26063000,서울가락도매,대아청과,양배추,양배추(일반),전라북도,고창군,특,826.8718274111675,252160
20,2024-11-01,8kg그물망,9242.877906976744,27520.0,31795500,인천삼산도매,부평농산,양배추,양배추(일반),전라남도,해남군,특,1155.359738372093,220160
21,2024-11-01,8kg그물망,10028.90034364261,23280.0,29184100,대구북부도매,효성청과,양배추,양배추(일반),전라남도,무안군,특,1253.612542955326,186240
23,2024-11-01,8kg그물망,10632.648694908,18696.0,24848500,인천삼산도매,경인농산,양배추,양배추(일반),경기도,경기도,특,1329.0810868635,149568
24,2024-11-01,8kg그물망,8468.454545454546,17600.0,18630600,대구북부도매,효성청과,양배추,양배추(일반),전라남도,장흥군,특,1058.556818181818,140800
25,2024-11-01,8kg그물망,9032.766761095372,16944.0,19131400,대구북부도매,효성청과,양배추,양배추(일반),경상북도,구미시,특,1129.095845136922,135552
26,2024-11-01,8kg그물망,10381.05387803434,13512.0,17533600,대구북부도매,효성청과,양배추,양배추(일반),대구광역시,달성군,특,1297.631734754292,108096
27,2024-11-01,8kg그물망,4993.203272498426,12712.0,7934200,서울가락도매,대아청과,양배추,양배추(일반),경상북도,상주시,특,624.1504090623032,101696
28,2024-11-01,8kg그물망,3828.260869565217,11040.0,5283000,서울가락도매,대아청과,양배추,양배추(일반),제주도,제주시,특,478.5326086956521,88320
29,2024-11-01,8kg그물망,11323.00542215337,10328.0,14618000,인천삼산도매,경인농산,양배추,양배추(일반),전라남도,무안군,특,1415.375677769171,82624
30,2024-11-01,8kg그물망,12769.81132075472,8480.0,13536000,대구북부도매,효성청과,양배추,양배추(일반),강원도,정선군,특,1596.22641509434,67840
31,2024-11-01,8kg그물망,6291.008991008991,8008.0,6297300,부산반여도매,부산중앙청과,양배추,양배추(일반),부산광역시,중구,특,786.3761238761239,64064
32,2024-11-01,8kg그물망,8106.666666666668,6000.0,6080000,서울가락도매,한국청과,양배추,양배추(일반),충청남도,서산시,특,1013.333333333333,48000
33,2024-11-01,8kg그물망,7791.304347826086,5520.0,5376000,인천삼산도매,경인농산,양배추,양배추(일반),충청남도,당진시,특,973.9130434782608,44160
34,2024-11-01,8kg그물망,14850.08818342152,4536.0,8420000,강릉도매시장,강릉농산물,양배추,양배추(일반),전라남도,무안군,특,1856.26102292769,36288
35,2024-11-01,8kg그물망,8169.811320754716,4240.0,4330000,대구북부도매,대구원협(공),양배추,양배추(일반),전라남도,무안군,특,1021.226415094339,33920
36,2024-11-01,8kg그물망,16395.83333333333,4224.0,8657000,강릉도매시장,강릉농산물,양배추,양배추(일반),강원도,평창군,특,2049.479166666666,33792
37,2024-11-01,8kg그물망,5513.38432122371,4184.0,2883500,강릉도매시장,강릉농산물,양배추,양배추(일반),강원도,정선군,특,689.1730401529637,33472
38,2024-11-01,8kg그물망,12183.4451901566,3576.0,5446000,인천삼산도매,경인농산,양배추,양배추(일반),전라남도,해남군,특,1522.930648769575,28608
39,2024-11-01,8kg그물망,6254.80093676815,3416.0,2670800,충주도매시장,충북원협(충주),양배추,양배추(일반),부산광역시,기장군,특,781.8501170960187,27328
40,2024-11-01,8kg그물망,9416.666666666666,3360.0,3955000,대구북부도매,효성청과,양배추,양배추(일반),충청남도,서산시,특,1177.083333333333,26880
42,2024-11-01,8kg그물망,13632.12435233161,3088.0,5262000,인천삼산도매,경인농산,양배추,양배추(일반),강원도,태백시,특,1704.015544041451,24704
43,2024-11-01,8kg그물망,9762.162162162162,2960.0,3612000,대구북부도매,효성청과,양배추,양배추(일반),경상북도,영양군,특,1220.27027027027,23680
44,2024-11-01,8kg그물망,10000.0,2928.0,3660000,광주서부도매,두레청과,양배추,양배추(일반),전라남도,무안군,특,1250.0,23424
45,2024-11-01,8kg그물망,6947.945205479452,2920.0,2536000,인천삼산도매,부평농산,양배추,양배추(일반),전라남도,무안군,특,868.4931506849315,23360
46,2024-11-01,8kg그물망,7054.011142061281,2872.0,2532390,춘천도매시장,춘천원협(공),양배추,양배추(일반),서울특별시,서울특별시,특,881.7513927576601,22976
47,2024-11-01,8kg그물망,9638.805970149253,2680.0,3229000,안양도매시장,안양농산물(주),양배추,양배추(일반),충청남도,서산시,특,1204.850746268657,21440
48,2024-11-01,8kg그물망,4200.0,2560.0,1344000,순천도매시장,남도청과,양배추,양배추(일반),부산광역시,강서구,특,525.0,20480
49,2024-11-01,8kg그물망,9209.677419354839,2480.0,2855000,안양도매시장,안양원협(공),양배추,양배추(일반),전라남도,무안군,특,1151.209677419355,19840
50,2024-11-01,8kg그물망,4857.142857142857,2240.0,1360000,청주도매시장,충북원협(청주),양배추,양배추(일반),부산광역시,부산광역시,특,607.1428571428571,17920
51,2024-11-01,8kg그물망,6268.705035971223,2224.0,1742700,대구북부도매,효성청과,양배추,양배추(일반),충청북도,괴산군,특,783.5881294964029,17792
52,2024-11-01,8kg그물망,14001.82481751825,2192.0,3836500,강릉도매시장,강릉농산물,양배추,양배추(일반),충청남도,서산시,특,1750.228102189781,17536
53,2024-11-01,8kg그물망,7636.363636363636,2112.0,2016000,인천삼산도매,부평농산,양배추,양배추(일반),강원도,평창군,특,954.5454545454545,16896
54,2024-11-01,8kg그물망,15500.0,1952.0,3782000,인천삼산도매,경인농산,양배추,양배추(일반),강원도,정선군,특,1937.5,15616
55,2024-11-01,8kg그물망,5692.920353982301,1808.0,1286600,강릉도매시장,강릉농산물,양배추,양배추(일반),강원도,강릉시,특,711.6150442477876,14464
56,2024-11-01,8kg그물망,5571.153846153846,1664.0,1158800,부산반여도매,부산중앙청과,양배추,양배추(일반),전라남도,진도군,특,696.3942307692307,13312
57,2024-11-01,8kg그물망,6150.251256281406,1592.0,1223900,창원내서도매시장,마산청과,양배추,양배추(일반),부산광역시,중구,특,768.7814070351758,12736
58,2024-11-01,8kg그물망,14186.22448979592,1568.0,2780500,충주도매시장,충북원협(충주),양배추,양배추(일반),서울특별시,서울특별시,특,1773.27806122449,12544
59,2024-11-01,8kg그물망,6086.592178770949,1432.0,1089500,서울가락도매,한국청과,양배추,양배추(일반),강원도,인제군,특,760.8240223463687,11456
60,2024-11-01,8kg그물망,3846.35761589404,1208.0,580800,청주도매시장,충북원협(청주),양배추,양배추(일반),충청북도,괴산군,특,480.794701986755,9664
61,2024-11-01,8kg그물망,8780.82191780822,1168.0,1282000,창원내서도매시장,마산청과,양배추,양배추(일반),경상남도,거제시,특,1097.602739726027,9344
62,2024-11-01,8kg그물망,9047.222222222223,1152.0,1302800,강릉도매시장,강릉농산물,양배추,양배추(일반),강원도,양양군,특,1130.902777777778,9216
63,2024-11-01,8kg그물망,6200.0,1152.0,892800,부산반여도매,농협반여(공),양배추,양배추(일반),부산광역시,부산광역시,특,775.0,9216
64,2024-11-01,8kg그물망,6432.624113475177,1128.0,907000,인천삼산도매,부평농산,양배추,양배추(일반),인천광역시,계양구,특,804.0780141843971,9024
65,2024-11-01,8kg그물망,8412.698412698413,1008.0,1060000,인천구월도매,구월원협(공),양배추,양배추(일반),충청남도,서산시,특,1051.587301587302,8064
66,2024-11-01,8kg그물망,9400.0,960.0,1128000,대구북부도매,효성청과,양배추,양배추(일반),경상북도,봉화군,특,1175.0,7680
67,2024-11-01,8kg그물망,9957.98319327731,952.0,1185000,대구북부도매,효성청과,양배추,양배추(일반),경상북도,청송군,특,1244.747899159664,7616
68,2024-11-01,8kg그물망,7326.785714285716,896.0,820600,강릉도매시장,강릉농산물,양배추,양배추(일반),강원도,동해시,특,915.8482142857144,7168
69,2024-11-01,8kg그물망,8647.169811320755,848.0,916600,울산도매시장,울산원협(공),양배추,양배추(일반),부산광역시,부산광역시,특,1080.896226415094,6784
70,2024-11-01,8kg그물망,7977.108433734938,664.0,662100,대구북부도매,효성청과,양배추,양배추(일반),경상북도,상주시,특,997.1385542168673,5312
71,2024-11-01,8kg그물망,9220.77922077922,616.0,710000,인천삼산도매,경인농산,양배추,양배추(일반),강원도,횡성군,특,1152.597402597403,4928
72,2024-11-01,8kg그물망,6223.376623376624,616.0,479200,충주도매시장,충북원협(충주),양배추,양배추(일반),충청북도,충주시,특,777.922077922078,4928
73,2024-11-01,8kg그물망,6000.0,568.0,426000,인천삼산도매,경인농산,양배추,양배추(일반),강원도,강원도,특,750.0,4544
74,2024-11-01,8kg그물망,6226.5625,512.0,398500,원주도매시장,합동청과,양배추,양배추(일반),강원도,횡성군,특,778.3203125,4096
75,2024-11-01,8kg그물망,9600.0,480.0,576000,인천구월도매,구월원협(공),양배추,양배추(일반),강원도,횡성군,특,1200.0,3840
76,2024-11-01,8kg그물망,4700.0,456.0,267900,포항도매시장,포항농협(공),양배추,양배추(일반),경상북도,포항시,특,587.5,3648
77,2024-11-01,8kg그물망,9000.0,336.0,378000,인천삼산도매,삼산원협(공),양배추,양배추(일반),강원도,횡성군,특,1125.0,2688
78,2024-11-01,8kg그물망,7214.285714285716,336.0,303000,인천구월도매,덕풍청과,양배추,양배추(일반),충청북도,충주시,특,901.7857142857144,2688
79,2024-11-01,8kg그물망,15158.33333333333,288.0,545700,강릉도매시장,강릉농산물,양배추,양배추(일반),강원도,삼척시,특,1894.791666666666,2304
80,2024-11-01,8kg그물망,7650.0,288.0,275400,청주도매시장,충북원협(청주),양배추,양배추(일반),충청북도,청원군,특,956.25,2304
81,2024-11-01,8kg그물망,7000.0,256.0,224000,안양도매시장,안양원협(공),양배추,양배추(일반),강원도,횡성군,특,875.0,2048
82,2024-11-01,8kg그물망,17850.0,240.0,535500,원주도매시장,합동청과,양배추,양배추(일반),서울특별시,서울특별시,특,2231.25,1920
83,2024-11-01,8kg그물망,8800.0,200.0,220000,원주도매시장,합동청과,양배추,양배추(일반),강원도,평창군,특,1100.0,1600
84,2024-11-01,8kg그물망,4000.0,200.0,100000,서울가락도매,한국청과,양배추,양배추(일반),충청북도,진천군,특,500.0,1600
85,2024-11-01,8kg그물망,7260.869565217391,184.0,167000,인천구월도매,구월원협(공),양배추,양배추(일반),충청남도,당진시,특,907.6086956521739,1472
86,2024-11-01,8kg그물망,14500.0,80.0,145000,강릉도매시장,강릉농산물,양배추,양배추(일반),전라북도,고창군,특,1812.5,640
87,2024-11-01,8kg그물망,6300.0,80.0,63000,광주각화도매,광주원협(공),양배추,양배추(일반),전라남도,완도군,특,787.5,640
88,2024-11-01,8kg그물망,10500.0,64.0,84000,인천구월도매,구월원협(공),양배추,양배추(일반),충청북도,제천시,특,1312.5,512
89,2024-10-01,8kg그물망,9056.759985194656,2853024.0,3229894200,서울가락도매,대아청과,양배추,양배추(일반),강원도,정선군,특,1132.094998149332,22824192
90,2024-10-01,8kg그물망,5948.040999327779,1297192.0,964468900,서울가락도매,대아청과,양배추,양배추(일반),충청남도,서산시,특,743.5051249159724,10377536
91,2024-10-01,8kg그물망,9985.847532633117,1292552.0,1613403400,서울가락도매,대아청과,양배추,양배추(일반),강원도,삼척시,특,1248.23094157914,10340416
92,2024-10-01,8kg그물망,6627.453029141105,834560.0,691375900,서울가락도매,대아청과,양배추,양배추(일반),강원도,평창군,특,828.4316286426381,6676480
93,2024-10-01,8kg그물망,7923.641162480422,827472.0,819573900,서울가락도매,대아청과,양배추,양배추(일반),강원도,강릉시,특,990.4551453100528,6619776
94,2024-10-01,8kg그물망,7878.145711803401,644560.0,634742200,서울가락도매,대아청과,양배추,양배추(일반),강원도,태백시,특,984.7682139754252,5156480
95,2024-10-01,8kg그물망,8297.447419718888,389880.0,404376100,서울가락도매,대아청과,양배추,양배추(일반),강원도,홍천군,특,1037.180927464861,3119040
96,2024-10-01,8kg그물망,7624.344921181751,153264.0,146067200,서울가락도매,대아청과,양배추,양배추(일반),강원도,양구군,특,953.0431151477188,1226112
97,2024-10-01,8kg그물망,5619.52052705423,131144.0,92120800,서울가락도매,대아청과,양배추,양배추(일반),전라남도,무안군,특,702.4400658817788,1049152
98,2024-10-01,8kg그물망,6907.837495684198,69512.0,60022200,서울가락도매,대아청과,양배추,양배추(일반),경상북도,봉화군,특,863.4796869605248,556096
99,2024-10-01,8kg그물망,9286.264441591784,68552.0,79574000,안산도매시장,안산농산물,양배추,양배추(일반),전라남도,무안군,특,1160.783055198973,548416
100,2024-10-01,8kg그물망,8825.458996328029,65360.0,72104000,서울가락도매,대아청과,양배추,양배추(일반),충청남도,당진시,특,1103.182374541004,522880
101,2024-10-01,8kg그물망,7417.100277847941,63344.0,58728600,인천삼산도매,부평농산,양배추,양배추(일반),충청남도,서산시,특,927.1375347309926,506752
102,2024-10-01,8kg그물망,6335.810156358102,57816.0,45788900,서울가락도매,대아청과,양배추,양배추(일반),강원도,횡성군,특,791.9762695447628,462528
103,2024-10-01,8kg그물망,6545.929339477727,52080.0,42614000,서울가락도매,대아청과,양배추,양배추(일반),강원도,영월군,특,818.2411674347159,416640
104,2024-10-01,8kg그물망,11399.89169116509,51704.0,73677500,인천삼산도매,경인농산,양배추,양배추(일반),경기도,경기도,특,1424.986461395636,413632
105,2024-10-01,8kg그물망,8453.978622327792,40416.0,42709500,인천삼산도매,경인농산,양배추,양배추(일반),강원도,정선군,특,1056.747327790974,323328
106,2024-10-01,8kg그물망,6477.710233029383,39480.0,31967500,인천삼산도매,경인농산,양배추,양배추(일반),충청남도,서산시,특,809.7137791286729,315840
107,2024-10-01,8kg그물망,5819.422066549912,36544.0,26583120,춘천도매시장,춘천원협(공),양배추,양배추(일반),서울특별시,송파구,특,727.427758318739,292352
108,2024-10-01,8kg그물망,4552.422907488987,36320.0,20668000,서울가락도매,대아청과,양배추,양배추(일반),강원도,춘천시,특,569.0528634361234,290560
109,2024-10-01,8kg그물망,7101.151315789473,24320.0,21587500,안산도매시장,안산농산물,양배추,양배추(일반),강원도,평창군,특,887.6439144736842,194560
110,2024-10-01,8kg그물망,9114.613778705636,22992.0,26195400,대구북부도매,효성청과,양배추,양배추(일반),강원도,태백시,특,1139.326722338204,183936
111,2024-10-01,8kg그물망,8073.818181818182,22000.0,22203000,대구북부도매,효성청과,양배추,양배추(일반),충청남도,서산시,특,1009.227272727273,176000
112,2024-10-01,8kg그물망,5546.538461538462,20800.0,14421000,서울가락도매,대아청과,양배추,양배추(일반),충청남도,태안군,특,693.3173076923077,166400
113,2024-10-01,8kg그물망,6463.955281418658,20752.0,16767500,대구북부도매,대양청과,양배추,양배추(일반),강원도,정선군,특,807.9944101773323,166016
114,2024-10-01,8kg그물망,6319.387514723204,20376.0,16095480,강릉도매시장,강릉농산물,양배추,양배추(일반),강원도,정선군,특,789.9234393404005,163008
115,2024-10-01,8kg그물망,7783.026755852844,19136.0,18617000,대구북부도매,효성청과,양배추,양배추(일반),강원도,정선군,특,972.8783444816055,153088
117,2024-10-01,8kg그물망,4117.857142857143,17696.0,9108700,서울가락도매,대아청과,양배추,양배추(일반),충청남도,예산군,특,514.7321428571429,141568
118,2024-10-01,8kg그물망,6725.531914893617,15040.0,12644000,서울가락도매,한국청과,양배추,양배추(일반),강원도,평창군,특,840.6914893617021,120320
119,2024-10-01,8kg그물망,11853.74331550802,14960.0,22166500,인천삼산도매,부평농산,양배추,양배추(일반),전라남도,해남군,특,1481.717914438502,119680
120,2024-10-01,8kg그물망,2500.0,13632.0,4260000,서울가락도매,대아청과,양배추,양배추(일반),경상북도,영양군,특,312.5,109056
121,2024-10-01,8kg그물망,5321.792392005158,12408.0,8254100,강릉도매시장,강릉농산물,양배추,양배추(일반),강원도,홍천군,특,665.2240490006448,99264
122,2024-10-01,8kg그물망,4084.265279583875,12304.0,6281600,강릉도매시장,강릉농산물,양배추,양배추(일반),강원도,강릉시,특,510.5331599479844,98432
123,2024-10-01,8kg그물망,10921.37931034483,11600.0,15836000,서울가락도매,대아청과,양배추,양배추(일반),강원도,인제군,특,1365.172413793104,92800
124,2024-10-01,8kg그물망,7615.51724137931,11600.0,11042500,인천삼산도매,삼산원협(공),양배추,양배추(일반),충청남도,서산시,특,951.9396551724137,92800
125,2024-10-01,8kg그물망,9586.858006042296,10592.0,12693000,인천삼산도매,경인농산,양배추,양배추(일반),충청남도,당진시,특,1198.357250755287,84736
126,2024-10-01,8kg그물망,4051.812555260831,9048.0,4582600,서울가락도매,한국청과,양배추,양배추(일반),충청남도,서산시,특,506.4765694076038,72384
127,2024-10-01,8kg그물망,9166.568047337278,8112.0,9294900,대구북부도매,효성청과,양배추,양배추(일반),대구광역시,달성군,특,1145.82100591716,64896
128,2024-10-01,8kg그물망,9640.625,7680.0,9255000,안양도매시장,안양원협(공),양배추,양배추(일반),강원도,정선군,특,1205.078125,61440
129,2024-10-01,8kg그물망,3970.0,7200.0,3573000,서울가락도매,대아청과,양배추,양배추(일반),경상북도,구미시,특,496.25,57600
130,2024-10-01,8kg그물망,10153.55329949239,6304.0,8001000,충주도매시장,충북원협(충주),양배추,양배추(일반),충청북도,충주시,특,1269.194162436549,50432
131,2024-10-01,8kg그물망,8553.36787564767,6176.0,6603200,안양도매시장,안양농산물(주),양배추,양배추(일반),강원도,정선군,특,1069.170984455959,49408
132,2024-10-01,8kg그물망,8998.507462686568,5360.0,6029000,서울가락도매,한국청과,양배추,양배추(일반),전라남도,무안군,특,1124.813432835821,42880
133,2024-10-01,8kg그물망,13807.93650793651,5040.0,8699000,인천삼산도매,부평농산,양배추,양배추(일반),강원도,정선군,특,1725.992063492064,40320
134,2024-10-01,8kg그물망,6129.699248120301,4256.0,3261000,원주도매시장,합동청과,양배추,양배추(일반),강원도,정선군,특,766.2124060150376,34048
135,2024-10-01,8kg그물망,8788.718929254303,4184.0,4596500,원주도매시장,합동청과,양배추,양배추(일반),강원도,평창군,특,1098.589866156788,33472
136,2024-10-01,8kg그물망,7750.0,4096.0,3968000,인천삼산도매,부평농산,양배추,양배추(일반),강원도,양구군,특,968.75,32768
137,2024-10-01,8kg그물망,4094.881889763779,4064.0,2080200,인천구월도매,구월원협(공),양배추,양배추(일반),충청남도,당진시,특,511.8602362204724,32512
138,2024-10-01,8kg그물망,8191.919191919193,3960.0,4055000,인천삼산도매,부평농산,양배추,양배추(일반),경상남도,의령군,특,1023.989898989899,31680
139,2024-10-01,8kg그물망,7342.379958246346,3832.0,3517000,창원내서도매시장,마산청과,양배추,양배추(일반),경상남도,진해시,특,917.7974947807933,30656
140,2024-10-01,8kg그물망,6866.666666666668,3600.0,3090000,대구북부도매,대구원협(공),양배추,양배추(일반),강원도,태백시,특,858.3333333333335,28800
141,2024-10-01,8kg그물망,6599.109131403118,3592.0,2963000,인천삼산도매,경인농산,양배추,양배추(일반),강원도,홍천군,특,824.8886414253898,28736
142,2024-10-01,8kg그물망,8684.433962264151,3392.0,3682200,대구북부도매,효성청과,양배추,양배추(일반),경상북도,안동시,특,1085.554245283019,27136
143,2024-10-01,8kg그물망,13128.4289276808,3208.0,5264500,충주도매시장,충북원협(충주),양배추,양배추(일반),서울특별시,서울특별시,특,1641.0536159601,25664
144,2024-10-01,8kg그물망,8854.545454545454,3168.0,3506400,청주도매시장,충북원협(청주),양배추,양배추(일반),강원도,평창군,특,1106.818181818182,25344
145,2024-10-01,8kg그물망,12370.46632124352,3088.0,4775000,인천삼산도매,경인농산,양배추,양배추(일반),전라남도,해남군,특,1546.30829015544,24704
146,2024-10-01,8kg그물망,8850.259067357512,3088.0,3416200,안양도매시장,안양농산물(주),양배추,양배추(일반),충청남도,서산시,특,1106.282383419689,24704
147,2024-10-01,8kg그물망,6422.279792746114,3088.0,2479000,인천삼산도매,부평농산,양배추,양배추(일반),제주도,서귀포시,특,802.7849740932643,24704
148,2024-10-01,8kg그물망,11728.93258426966,2848.0,4175500,대구북부도매,효성청과,양배추,양배추(일반),전라남도,무안군,특,1466.116573033707,22784
149,2024-10-01,8kg그물망,7905.172413793103,2784.0,2751000,청주도매시장,충북원협(청주),양배추,양배추(일반),충청남도,서산시,특,988.1465517241379,22272
150,2024-10-01,8kg그물망,7469.69696969697,2640.0,2465000,대구북부도매,대구원협(공),양배추,양배추(일반),강원도,정선군,특,933.7121212121212,21120
151,2024-10-01,8kg그물망,4000.0,2560.0,1280000,인천삼산도매,부평농산,양배추,양배추(일반),강원도,평창군,특,500.0,20480
152,2024-10-01,8kg그물망,12643.05555555555,1728.0,2730900,대구북부도매,효성청과,양배추,양배추(일반),경상북도,김천시,특,1580.381944444444,13824
153,2024-10-01,8kg그물망,13909.41176470588,1360.0,2364600,원주도매시장,합동청과,양배추,양배추(일반),충청북도,괴산군,특,1738.676470588235,10880
154,2024-10-01,8kg그물망,5390.909090909091,1320.0,889500,부산반여도매,부산중앙청과,양배추,양배추(일반),전라남도,진도군,특,673.8636363636364,10560
155,2024-10-01,8kg그물망,11000.0,1280.0,1760000,인천삼산도매,부평농산,양배추,양배추(일반),전라북도,고창군,특,1375.0,10240
156,2024-10-01,8kg그물망,3100.0,1280.0,496000,부산반여도매,농협반여(공),양배추,양배추(일반),경상남도,김해시,특,387.5,10240
157,2024-10-01,8kg그물망,4640.318471337579,1256.0,728530,춘천도매시장,춘천원협(공),양배추,양배추(일반),서울특별시,서울특별시,특,580.0398089171973,10048
158,2024-10-01,8kg그물망,10000.0,1248.0,1560000,대구북부도매,대구원협(공),양배추,양배추(일반),경상북도,청송군,특,1250.0,9984
159,2024-10-01,8kg그물망,2500.0,1208.0,377500,인천구월도매,구월원협(공),양배추,양배추(일반),경기도,평택시,특,312.5,9664
160,2024-10-01,8kg그물망,6230.76923076923,832.0,648000,서울가락도매,한국청과,양배추,양배추(일반),강원도,인제군,특,778.8461538461537,6656
161,2024-10-01,8kg그물망,3307.843137254903,816.0,337400,청주도매시장,충북원협(청주),양배추,양배추(일반),충청북도,괴산군,특,413.4803921568629,6528
162,2024-10-01,8kg그물망,11500.0,784.0,1127000,안양도매시장,안양농산물(주),양배추,양배추(일반),전라남도,해남군,특,1437.5,6272
163,2024-10-01,8kg그물망,5954.83870967742,744.0,553800,강릉도매시장,강릉농산물,양배추,양배추(일반),강원도,동해시,특,744.3548387096776,5952
164,2024-10-01,8kg그물망,8648.351648351649,728.0,787000,인천삼산도매,삼산원협(공),양배추,양배추(일반),강원도,평창군,특,1081.043956043956,5824
165,2024-10-01,8kg그물망,11500.0,688.0,989000,대구북부도매,효성청과,양배추,양배추(일반),대구광역시,달서구,특,1437.5,5504
166,2024-10-01,8kg그물망,9716.41791044776,536.0,651000,인천구월도매,구월원협(공),양배추,양배추(일반),강원도,정선군,특,1214.55223880597,4288
167,2024-10-01,8kg그물망,11000.0,488.0,671000,청주도매시장,충북원협(청주),양배추,양배추(일반),강원도,홍천군,특,1375.0,3904
168,2024-10-01,8kg그물망,8000.0,480.0,480000,대구북부도매,대구원협(공),양배추,양배추(일반),전라남도,무안군,특,1000.0,3840
169,2024-10-01,8kg그물망,7500.0,368.0,345000,대구북부도매,효성청과,양배추,양배추(일반),경상북도,구미시,특,937.5,2944
170,2024-10-01,8kg그물망,8340.90909090909,352.0,367000,인천삼산도매,경인농산,양배추,양배추(일반),강원도,횡성군,특,1042.613636363636,2816
171,2024-10-01,8kg그물망,7000.0,336.0,294000,부산반여도매,농협반여(공),양배추,양배추(일반),부산광역시,부산광역시,특,875.0,2688
172,2024-10-01,8kg그물망,5097.560975609756,328.0,209000,인천구월도매,구월원협(공),양배추,양배추(일반),충청남도,서산시,특,637.1951219512194,2624
173,2024-10-01,8kg그물망,15000.0,320.0,600000,강릉도매시장,강릉농산물,양배추,양배추(일반),강원도,평창군,특,1875.0,2560
174,2024-10-01,8kg그물망,7189.189189189189,296.0,266000,인천삼산도매,삼산원협(공),양배추,양배추(일반),강원도,횡성군,특,898.6486486486486,2368
175,2024-10-01,8kg그물망,7500.0,192.0,180000,인천구월도매,구월원협(공),양배추,양배추(일반),충청남도,서산시,특,937.5,1536
176,2024-10-01,8kg그물망,6600.0,160.0,132000,청주도매시장,충북원협(청주),양배추,양배추(일반),충청북도,청원군,특,825.0,1280
177,2024-10-01,8kg그물망,12600.0,144.0,226800,광주서부도매,두레청과,양배추,양배추(일반),전라북도,장수군,특,1575.0,1152
178,2024-10-01,8kg그물망,2300.0,128.0,36800,대구북부도매,효성청과,양배추,양배추(일반),경상북도,군위군,특,287.5,1024
179,2024-10-01,8kg그물망,6500.0,104.0,84500,대구북부도매,효성청과,양배추,양배추(일반),경상북도,경산시,특,812.5,832
180,2024-10-01,8kg그물망,11025.0,32.0,44100,원주도매시장,합동청과,양배추,양배추(일반),서울특별시,서울특별시,특,1378.125,256
181,2024-09-01,8kg그물망,6035.934000324409,2318072.0,1748966200,서울가락도매,대아청과,양배추,양배추(일반),강원도,정선군,특,754.4917500405511,18544576
