,DATE,거래단위,평균가격,총거래물량,총거래금액,도매시장,산지-광역시도,1kg_평균가격,1kg_물량,Year,Month
116,2024-11-01,18kg상자,14452.7027027027,1332.0,1069500,광주서부도매,전라북도,802.9279279279277,23976.0,2024,11
117,2024-11-01,20kg상자,23854.7619047619,1260.0,1502850,창원팔용도매시장,경상남도,1192.738095238095,25200.0,2024,11
118,2024-11-01,20kg상자,17673.33333333333,1200.0,1060400,부산반여도매,강원도,883.6666666666664,24000.0,2024,11
119,2024-11-01,20kg상자,14508.77192982456,1140.0,827000,인천삼산도매,충청북도,725.4385964912279,22800.0,2024,11
120,2024-11-01,18kg파렛트,15666.66666666667,972.0,846000,광주서부도매,전라북도,870.3703703703706,17496.0,2024,11
121,2024-11-01,20kg상자,14069.76744186047,860.0,605000,광주서부도매,전라남도,703.4883720930235,17200.0,2024,11
122,2024-11-01,17kg상자,18500.0,850.0,925000,부산반여도매,경상남도,1088.235294117647,14450.0,2024,11
123,2024-11-01,16kg파렛트,14200.0,800.0,710000,울산도매시장,부산광역시,887.5,12800.0,2024,11
124,2024-11-01,17kg상자,16000.0,714.0,672000,부산반여도매,전라남도,941.1764705882352,12138.0,2024,11
125,2024-11-01,14kg상자,16600.0,700.0,830000,부산반여도매,전라남도,1185.714285714286,9800.0,2024,11
126,2024-11-01,20kg상자,7142.857142857143,700.0,250000,광주서부도매,제주도,357.1428571428572,14000.0,2024,11
127,2024-11-01,16kg상자,13300.0,672.0,558600,부산반여도매,경상남도,831.25,10752.0,2024,11
128,2024-11-01,20kg상자,11725.8064516129,620.0,363500,인천삼산도매,강원도,586.290322580645,12400.0,2024,11
129,2024-11-01,15kg상자,13800.0,600.0,552000,부산반여도매,경상남도,920.0,9000.0,2024,11
130,2024-11-01,19kg상자,16185.71428571428,532.0,453200,울산도매시장,경상북도,851.87969924812,10108.0,2024,11
131,2024-11-01,10kg파렛트,10000.0,510.0,510000,순천도매시장,강원도,1000.0,5100.0,2024,11
132,2024-11-01,16kg상자,16320.0,480.0,489600,부산반여도매,강원도,1020.0,7680.0,2024,11
133,2024-11-01,14kg상자,16493.33333333333,420.0,494800,울산도매시장,경상북도,1178.095238095238,5880.0,2024,11
134,2024-11-01,20kg상자,9550.0,400.0,191000,광주각화도매,전라북도,477.5,8000.0,2024,11
135,2024-11-01,20kg상자,9000.0,400.0,180000,대전노은도매,전라북도,450.0,8000.0,2024,11
136,2024-11-01,14kg상자,12185.18518518518,378.0,329000,부산반여도매,강원도,870.3703703703701,5292.0,2024,11
137,2024-11-01,13kg상자,14331.03448275862,377.0,415600,울산도매시장,강원도,1102.387267904509,4901.0,2024,11
138,2024-11-01,16kg상자,18643.47826086956,368.0,428800,울산도매시장,경상북도,1165.217391304348,5888.0,2024,11
139,2024-11-01,20kg.,14000.0,340.0,238000,수원도매시장,강원도,700.0,6800.0,2024,11
140,2024-11-01,20kg상자,23000.0,300.0,345000,인천구월도매,전라북도,1150.0,6000.0,2024,11
141,2024-11-01,20kg상자,12230.76923076923,260.0,159000,광주각화도매,강원도,611.5384615384615,5200.0,2024,11
142,2024-11-01,17kg상자,17600.0,221.0,228800,울산도매시장,강원도,1035.294117647059,3757.0,2024,11
143,2024-11-01,20kg상자,16263.63636363636,220.0,178900,안산도매시장,강원도,813.181818181818,4400.0,2024,11
144,2024-11-01,18kg상자,18500.0,198.0,203500,울산도매시장,경상북도,1027.777777777778,3564.0,2024,11
145,2024-11-01,13kg상자,8571.42857142857,182.0,120000,울산도매시장,경상북도,659.3406593406593,2366.0,2024,11
146,2024-11-01,10kg상자,7500.0,100.0,75000,부산반여도매,강원도,750.0,1000.0,2024,11
147,2024-11-01,13kg상자,7000.0,91.0,49000,부산반여도매,경상북도,538.4615384615385,1183.0,2024,11
148,2024-11-01,17kg상자,14440.0,85.0,72200,울산도매시장,경상북도,849.4117647058823,1445.0,2024,11
149,2024-11-01,10kg상자,9000.0,80.0,72000,안양도매시장,충청남도,900.0,800.0,2024,11
150,2024-11-01,8.5kg상자,6400.0,76.5,57600,창원팔용도매시장,경상남도,1280.0,382.5,2024,11
151,2024-11-01,15kg상자,9000.0,75.0,45000,광주각화도매,전라북도,600.0,1125.0,2024,11
152,2024-11-01,11kg상자,8500.0,55.0,42500,울산도매시장,경상북도,772.7272727272727,605.0,2024,11
153,2024-11-01,6kg상자,3500.0,54.0,31500,창원팔용도매시장,경상남도,583.3333333333334,324.0,2024,11
154,2024-11-01,10kg단,15000.0,50.0,75000,천안도매시장,서울특별시,1500.0,500.0,2024,11
155,2024-11-01,10kg상자,8000.0,50.0,40000,인천삼산도매,충청남도,800.0,500.0,2024,11
156,2024-11-01,15kg상자,16433.33333333333,45.0,49300,울산도매시장,경상북도,1095.555555555555,675.0,2024,11
157,2024-11-01,14kg상자,18000.0,42.0,54000,울산도매시장,경상북도,1285.714285714286,588.0,2024,11
158,2024-11-01,20kg상자,10000.0,40.0,20000,창원팔용도매시장,전라북도,500.0,800.0,2024,11
159,2024-11-01,20kg상자,5500.0,40.0,11000,인천구월도매,인천광역시,275.0,800.0,2024,11
160,2024-11-01,21kg상자,16000.0,21.0,16000,울산도매시장,경상북도,761.9047619047619,441.0,2024,11
161,2024-11-01,4kg상자,1200.0,20.0,6000,인천구월도매,인천광역시,300.0,80.0,2024,11
162,2024-11-01,17kg그물망,4000.0,17.0,4000,수원도매시장,전라북도,235.2941176470588,289.0,2024,11
163,2024-11-01,8kg봉지,5500.0,16.0,11000,순천도매시장,전라남도,687.5,128.0,2024,11
164,2024-11-01,13kg상자,12300.0,13.0,12300,부산반여도매,강원도,946.1538461538462,169.0,2024,11
165,2024-10-01,20kg상자,21936.40541540773,10862340.0,11914034700,서울가락도매,강원도,1096.820270770387,217246800.0,2024,10
166,2024-10-01,20kg상자,22915.75375433192,415520.0,476097700,구리도매시장,강원도,1145.787687716596,8310400.0,2024,10
167,2024-10-01,20kg상자,20491.68197040078,370280.0,379383000,서울가락도매,경기도,1024.584098520039,7405600.0,2024,10
168,2024-10-01,20kg상자,17884.56194237238,273480.0,244553500,서울가락도매,충청남도,894.228097118619,5469600.0,2024,10
169,2024-10-01,20kg상자,15107.85759810616,219660.0,165929600,서울가락도매,전라북도,755.3928799053081,4393200.0,2024,10
170,2024-10-01,20kg파렛트,19598.65155131265,167600.0,164236700,광주서부도매,강원도,979.9325775656325,3352000.0,2024,10
171,2024-10-01,20kg상자,22954.09052572392,142280.0,163295400,안산도매시장,강원도,1147.704526286196,2845600.0,2024,10
172,2024-10-01,20kg파렛트,21474.62549678997,130840.0,140487000,순천도매시장,강원도,1073.731274839498,2616800.0,2024,10
173,2024-10-01,20kg파렛트,19595.19875292284,128300.0,125703200,인천구월도매,강원도,979.7599376461419,2566000.0,2024,10
174,2024-10-01,20kg파렛트,22909.8952690502,110760.0,126875000,인천삼산도매,강원도,1145.49476345251,2215200.0,2024,10
175,2024-10-01,20kg파렛트,24002.23781528542,105460.0,126563800,대전노은도매,강원도,1200.111890764271,2109200.0,2024,10
176,2024-10-01,20kg상자,17250.42520293776,103480.0,89253700,서울가락도매,경상북도,862.521260146888,2069600.0,2024,10
177,2024-10-01,20kg상자,21903.3670886076,79000.0,86518300,수원도매시장,강원도,1095.16835443038,1580000.0,2024,10
178,2024-10-01,20kg상자,9960.874144286467,75960.0,37831400,서울가락도매,전라남도,498.0437072143233,1519200.0,2024,10
179,2024-10-01,20kg상자,21865.75144508671,69200.0,75655500,순천도매시장,강원도,1093.287572254335,1384000.0,2024,10
180,2024-10-01,20kg상자,24935.38002980626,67100.0,83658200,순천도매시장,전라남도,1246.769001490313,1342000.0,2024,10
181,2024-10-01,20kg상자,16436.49230769231,65000.0,53418600,안산도매시장,강원도,821.8246153846155,1300000.0,2024,10
182,2024-10-01,20kg.,21439.4801980198,64640.0,69292400,서울가락도매,강원도,1071.97400990099,1292800.0,2024,10
183,2024-10-01,20kg상자,18609.53112990008,52040.0,48422000,안양도매시장,강원도,930.4765564950039,1040800.0,2024,10
184,2024-10-01,20kg파렛트,21980.47579983593,48760.0,53588400,대전노은도매,강원도,1099.023789991797,975200.0,2024,10
185,2024-10-01,20kg상자,21843.26151246303,47340.0,51703000,인천구월도매,강원도,1092.163075623151,946800.0,2024,10
186,2024-10-01,20kg상자,18615.63474387528,44900.0,41792100,구리도매시장,전라북도,930.7817371937639,898000.0,2024,10
187,2024-10-01,20kg상자,19232.01438848921,44480.0,42772000,인천삼산도매,강원도,961.6007194244605,889600.0,2024,10
188,2024-10-01,20kg파렛트,22576.62463627546,41240.0,46553000,순천도매시장,충청북도,1128.831231813773,824800.0,2024,10
190,2024-10-01,20kg상자,14895.62868369352,40720.0,30327500,구리도매시장,충청남도,744.781434184676,814400.0,2024,10
191,2024-10-01,20kg상자,20707.74907749077,37940.0,39282600,창원팔용도매시장,강원도,1035.387453874539,758800.0,2024,10
192,2024-10-01,20kg파렛트,18509.0340514246,28780.0,26634500,순천도매시장,강원도,925.45170257123,575600.0,2024,10
193,2024-10-01,20kg파렛트,21671.74392935982,27180.0,29451900,광주서부도매,전라남도,1083.587196467991,543600.0,2024,10
194,2024-10-01,20kg상자,13766.93968726731,26860.0,18489000,천안도매시장,서울특별시,688.3469843633654,537200.0,2024,10
195,2024-10-01,18kg파렛트,20453.1914893617,25380.0,28839000,울산도매시장,강원도,1136.28841607565,456840.0,2024,10
196,2024-10-01,20kg상자,13418.90999174236,24220.0,16250300,대전오정도매,충청남도,670.945499587118,484400.0,2024,10
197,2024-10-01,20kg파렛트,14475.88285960379,23220.0,16806500,인천삼산도매,강원도,723.7941429801895,464400.0,2024,10
198,2024-10-01,20kg상자,22000.0,21440.0,23584000,순천도매시장,전라북도,1100.0,428800.0,2024,10
199,2024-10-01,20kg파렛트,24487.3786407767,20600.0,25222000,순천도매시장,충청남도,1224.368932038835,412000.0,2024,10
200,2024-10-01,20kg상자,22921.97044334975,20300.0,23265800,광주서부도매,강원도,1146.098522167488,406000.0,2024,10
201,2024-10-01,20kg상자,15296.39175257732,19400.0,14837500,순천도매시장,충청남도,764.819587628866,388000.0,2024,10
202,2024-10-01,20kg파렛트,11565.35269709544,19280.0,11149000,인천삼산도매,경기도,578.267634854772,385600.0,2024,10
203,2024-10-01,20kg파렛트,23751.82481751825,19180.0,22778000,인천구월도매,강원도,1187.591240875912,383600.0,2024,10
204,2024-10-01,20kg상자,17087.94788273616,18420.0,15738000,인천구월도매,충청남도,854.397394136808,368400.0,2024,10
205,2024-10-01,20kg상자,13596.53110047847,16720.0,11366700,서울가락도매,충청북도,679.8265550239236,334400.0,2024,10
206,2024-10-01,20kg상자,17229.13992297818,15580.0,13421500,구리도매시장,강원도,861.456996148909,311600.0,2024,10
207,2024-10-01,20kg상자,26142.31311706629,14180.0,18534900,창원팔용도매시장,경상남도,1307.115655853314,283600.0,2024,10
208,2024-10-01,18kg상자,18038.67403314917,13032.0,13060000,부산반여도매,강원도,1002.148557397176,234576.0,2024,10
209,2024-10-01,20kg상자,27096.86520376175,12760.0,17287800,대전노은도매,강원도,1354.843260188087,255200.0,2024,10
210,2024-10-01,17kg상자,14999.15848527349,12121.0,10694400,부산반여도매,강원도,882.3034403102054,206057.0,2024,10
211,2024-10-01,17kg상자,17782.65306122449,9996.0,10456200,부산반여도매,부산광역시,1046.038415366146,169932.0,2024,10
212,2024-10-01,20kg상자,12000.0,9580.0,5748000,인천삼산도매,경기도,600.0,191600.0,2024,10
213,2024-10-01,20kg상자,29000.0,8880.0,12876000,안양도매시장,강원도,1450.0,177600.0,2024,10
214,2024-10-01,20kg파렛트,11000.0,8780.0,4829000,인천삼산도매,경상남도,550.0,175600.0,2024,10
215,2024-10-01,20kg상자,18993.48837209302,8600.0,8167200,천안도매시장,충청남도,949.674418604651,172000.0,2024,10
216,2024-10-01,16kg상자,21796.35316698657,8336.0,11355900,부산반여도매,강원도,1362.272072936661,133376.0,2024,10
217,2024-10-01,20kg상자,14706.89655172414,8120.0,5971000,인천구월도매,경상남도,735.344827586207,162400.0,2024,10
218,2024-10-01,16kg파렛트,25000.0,8064.0,12600000,울산도매시장,강원도,1562.5,129024.0,2024,10
219,2024-10-01,15kg상자,15906.79245283019,7950.0,8430600,부산반여도매,강원도,1060.452830188679,119250.0,2024,10
