DATE,거래단위,평균가격,총거래물량,총거래금액,도매시장,도매법인,품목,품종,산지-광역시도,산지-시군구,등급,weighted_price
2024-11,10kg그물망,7894.960698268795,207370.0,163717800,구리도매시장,농협구리(공),양배추,양배추(일반),충청남도,충청남도,특,1637178000.0
2024-11,10kg그물망,6741.940184581223,144110.0,97158100,구리도매시장,인터넷청과,양배추,양배추(일반),충청남도,서산시,특,971581000.0
2024-11,10kg그물망,8766.491228070176,57000.0,49969000,인천구월도매,대인농산,양배추,양배추(일반),제주도,제주시,특,499690000.0
2024-11,10kg그물망,7109.832635983264,47800.0,33985000,구리도매시장,인터넷청과,양배추,양배추(일반),강원도,삼척시,특,339850000.0
2024-11,10kg그물망,9329.643568740314,45170.0,42142000,인천구월도매,덕풍청과,양배추,양배추(일반),전라남도,무안군,특,421419999.99999994
2024-11,10kg그물망,10193.09921414538,40720.0,41506300,순천도매시장,남도청과,양배추,양배추(일반),전라남도,무안군,특,415062999.9999999
2024-11,10kg그물망,9054.123414071511,34680.0,31399700,수원도매시장,수원원협(공),양배추,양배추(일반),전라남도,전라남도,특,313997000.0
2024-11,10kg그물망,9076.746295736317,33070.0,30016800,안양도매시장,안양농산물(주),양배추,양배추(일반),충청남도,서산시,특,300168000.0
2024-11,10kg그물망,7981.022797288971,32460.0,25906400,구리도매시장,인터넷청과,양배추,양배추(일반),전라남도,무안군,특,259064000.0
2024-11,10kg그물망,10458.65057257815,32310.0,33791900,서울강서도매,농협강서(공),양배추,양배추(일반),충청남도,서산시,특,337919000.0
2024-11,10kg그물망,9692.60808926081,28680.0,27798400,수원도매시장,경기청과,양배추,양배추(일반),전라남도,해남군,특,277984000.0
2024-11,10kg그물망,6885.737976782753,24120.0,16608400,광주각화도매,광주원협(공),양배추,양배추(일반),전라남도,무안군,특,166084000.0
2024-11,10kg그물망,8124.111056989772,20530.0,16678800,창원내서도매시장,마산청과,양배추,양배추(일반),경상북도,김천시,특,166788000.00000003
2024-11,10kg그물망,7006.858407079645,18080.0,12668400,창원내서도매시장,마산청과,양배추,양배추(일반),경상남도,진해시,특,126683999.99999999
2024-11,10kg그물망,6952.184179456906,16940.0,11777000,구리도매시장,농협구리(공),양배추,양배추(일반),강원도,춘천시,특,117770000.0
2024-11,10kg그물망,9040.131147540984,15250.0,13786200,구리도매시장,농협구리(공),양배추,양배추(일반),전라북도,전라북도,특,137862000.0
2024-11,10kg그물망,4058.39590443686,14650.0,5945550,원주도매시장,원주원협(공),양배추,양배추(일반),충청북도,단양군,특,59455500.0
2024-11,10kg그물망,7099.065420560748,13910.0,9874800,부산반여도매,부산중앙청과,양배추,양배추(일반),부산광역시,중구,특,98748000.0
2024-11,10kg그물망,7960.221402214022,13550.0,10786100,수원도매시장,경기청과,양배추,양배추(일반),전라남도,무안군,특,107861000.0
2024-11,10kg그물망,6166.666666666668,10800.0,6660000,구리도매시장,인터넷청과,양배추,양배추(일반),강원도,정선군,특,66600000.000000015
2024-11,10kg그물망,8515.219512195123,10250.0,8728100,전주도매시장,전주원협(공),양배추,양배추(일반),전라북도,고창군,특,87281000.0
2024-11,10kg그물망,5186.594911937378,10220.0,5300700,광주각화도매,광주원협(공),양배추,양배추(일반),전라남도,무안군,특,53007000.00000001
2024-11,10kg그물망,6509.494949494949,9900.0,6444400,천안도매시장,천안농협(공),양배추,양배추(일반),서울특별시,서울특별시,특,64443999.99999999
2024-11,10kg그물망,7507.541322314049,9680.0,7267300,구리도매시장,농협구리(공),양배추,양배추(일반),전라남도,전라남도,특,72672999.99999999
2024-11,10kg그물망,6905.681818181818,9680.0,6684700,구리도매시장,농협구리(공),양배추,양배추(일반),전라남도,무안군,특,66847000.0
2024-11,10kg그물망,9207.805907172995,9480.0,8729000,전주도매시장,전주원협(공),양배추,양배추(일반),-,-,특,87289999.99999999
2024-11,10kg그물망,8224.390243902439,9430.0,7755600,서울강서도매,농협강서(공),양배추,양배추(일반),충청남도,당진시,특,77556000.0
2024-11,10kg그물망,6939.262472885033,9220.0,6398000,안양도매시장,안양원협(공),양배추,양배추(일반),전라남도,무안군,특,63980000.00000001
2024-11,10kg그물망,12308.22711471611,8630.0,10622000,인천구월도매,덕풍청과,양배추,양배추(일반),강원도,정선군,특,106220000.00000003
2024-11,10kg그물망,6033.719582850522,8630.0,5207100,광주각화도매,광주청과,양배추,양배추(일반),전라남도,무안군,특,52071000.00000001
2024-11,10kg그물망,7098.267326732674,8080.0,5735400,안산도매시장,농협안산(공),양배추,양배추(일반),충청남도,서산시,특,57354000.0
2024-11,10kg그물망,6966.666666666668,7920.0,5517600,구리도매시장,인터넷청과,양배추,양배추(일반),충청남도,당진시,특,55176000.00000001
2024-11,10kg그물망,10791.66666666667,7320.0,7899500,수원도매시장,수원원협(공),양배추,양배추(일반),서울특별시,서울특별시,특,78995000.00000001
2024-11,10kg그물망,10273.93103448276,7250.0,7448600,창원내서도매시장,마산청과,양배추,양배추(일반),경상남도,거제시,특,74486000.00000001
2024-11,10kg그물망,9288.67132867133,7150.0,6641400,창원팔용도매시장,농협창원(공),양배추,양배추(일반),경상남도,거제시,특,66414000.00000001
2024-11,10kg그물망,8577.130681818182,7040.0,6038300,청주도매시장,충북원협(청주),양배추,양배추(일반),충청북도,청주시,특,60383000.0
2024-11,10kg그물망,17412.79338842975,6050.0,10534740,춘천도매시장,춘천원협(공),양배추,양배추(일반),서울특별시,송파구,특,105347399.99999999
2024-11,10kg그물망,5458.684654300168,5930.0,3237000,대전노은도매,대전원협(공),양배추,양배추(일반),충청북도,괴산군,특,32370000.0
2024-11,10kg그물망,12026.94300518135,5790.0,6963600,수원도매시장,수원원협(공),양배추,양배추(일반),강원도,평창군,특,69636000.00000001
2024-11,10kg그물망,6825.08896797153,5620.0,3835700,청주도매시장,충북원협(청주),양배추,양배추(일반),충청북도,괴산군,특,38357000.0
2024-11,10kg그물망,11585.625,5600.0,6487950,원주도매시장,원주원협(공),양배추,양배추(일반),서울특별시,송파구,특,64879500.0
2024-11,10kg그물망,9848.468468468469,5550.0,5465900,전주도매시장,전주원협(공),양배추,양배추(일반),전라북도,진안군,특,54659000.0
2024-11,10kg그물망,10316.33858267716,5080.0,5240700,수원도매시장,경기청과,양배추,양배추(일반),충청남도,서산시,특,52406999.99999997
2024-11,10kg그물망,7272.983870967741,4960.0,3607400,창원팔용도매시장,농협창원(공),양배추,양배추(일반),강원도,홍천군,특,36073999.99999999
2024-11,10kg그물망,4318.181818181818,4400.0,1900000,인천구월도매,대인농산,양배추,양배추(일반),부산광역시,강서구,특,19000000.0
2024-11,10kg그물망,10559.49656750572,4370.0,4614500,인천구월도매,덕풍청과,양배추,양배추(일반),강원도,태백시,특,46144999.99999999
2024-11,10kg그물망,3202.771362586605,4330.0,1386800,청주도매시장,충북원협(청주),양배추,양배추(일반),충청북도,괴산군,특,13868000.0
2024-11,10kg그물망,5500.0,4000.0,2200000,대구북부도매,대구원협(공),양배추,양배추(일반),경상북도,영양군,특,22000000.0
2024-11,10kg그물망,4360.58201058201,3780.0,1648300,광주서부도매,호남청과,양배추,양배추(일반),전라남도,무안군,특,16482999.999999998
2024-11,10kg그물망,6200.79575596817,3770.0,2337700,부산반여도매,부산중앙청과,양배추,양배추(일반),전라남도,진도군,특,23377000.0
2024-11,10kg그물망,10027.65957446809,3760.0,3770400,광주서부도매,농협광주(공),양배추,양배추(일반),전라남도,해남군,특,37704000.00000002
2024-11,10kg그물망,7704.054054054054,3700.0,2850500,대구북부도매,효성청과,양배추,양배추(일반),충청북도,괴산군,특,28505000.0
2024-11,10kg그물망,4079.108635097493,3590.0,1464400,구리도매시장,농협구리(공),양배추,양배추(일반),충청남도,서산시,특,14644000.0
2024-11,10kg그물망,5898.280802292264,3490.0,2058500,안양도매시장,안양원협(공),양배추,양배추(일반),충청남도,서산시,특,20585000.0
2024-11,10kg그물망,7260.759493670887,3160.0,2294400,전주도매시장,전주원협(공),양배추,양배추(일반),전라북도,전주시,특,22944000.000000004
2024-11,10kg그물망,10323.80952380952,3150.0,3252000,순천도매시장,남도청과,양배추,양배추(일반),충청남도,서산시,특,32519999.999999985
2024-11,10kg그물망,8200.0,3040.0,2492800,천안도매시장,천안농협(공),양배추,양배추(일반),제주도,남제주군,특,24928000.0
2024-11,10kg그물망,6714.229249011858,2530.0,1698700,포항도매시장,포항농협(공),양배추,양배추(일반),-,-,특,16987000.0
2024-11,10kg그물망,6390.163934426229,2440.0,1559200,부산엄궁도매,농협부산(공),양배추,양배추(일반),부산광역시,강서구,특,15592000.0
2024-11,10kg그물망,8567.932489451478,2370.0,2030600,천안도매시장,천안농협(공),양배추,양배추(일반),강원도,횡성군,특,20306000.0
2024-11,10kg그물망,6272.727272727273,2200.0,1380000,부산반여도매,농협반여(공),양배추,양배추(일반),부산광역시,부산광역시,특,13800000.0
2024-11,10kg그물망,1225.352112676056,2130.0,261000,광주각화도매,광주원협(공),양배추,양배추(일반),광주광역시,북구,특,2609999.9999999995
2024-11,10kg그물망,4163.636363636364,2090.0,870200,창원내서도매시장,마산청과,양배추,양배추(일반),부산광역시,강서구,특,8702000.0
2024-11,10kg그물망,5508.585858585859,1980.0,1090700,부산엄궁도매,항도청과,양배추,양배추(일반),부산광역시,부산광역시,특,10907000.0
2024-11,10kg그물망,12050.81967213115,1830.0,2205300,수원도매시장,수원원협(공),양배추,양배추(일반),충청남도,서산시,특,22053000.000000004
2024-11,10kg그물망,2751.552795031056,1610.0,443000,부산엄궁도매,농협부산(공),양배추,양배추(일반),충청남도,서산시,특,4430000.0
2024-11,10kg그물망,7757.333333333332,1500.0,1163600,광주각화도매,광주원협(공),양배추,양배추(일반),제주도,북제주군,특,11635999.999999998
2024-11,10kg그물망,9839.597315436242,1490.0,1466100,포항도매시장,포항농협(공),양배추,양배추(일반),경상북도,포항시,특,14661000.0
2024-11,10kg그물망,8000.0,1420.0,1136000,전주도매시장,전주원협(공),양배추,양배추(일반),전라북도,익산시,특,11360000.0
2024-11,10kg그물망,7500.0,1400.0,1050000,안양도매시장,안양원협(공),양배추,양배추(일반),강원도,정선군,특,10500000.0
2024-11,10kg그물망,4621.428571428572,1260.0,582300,천안도매시장,천안농협(공),양배추,양배추(일반),충청남도,태안군,특,5823000.0
2024-11,10kg그물망,8600.0,1240.0,1066400,창원내서도매시장,창원원협(공),양배추,양배추(일반),경상남도,창원시,특,10664000.0
2024-11,10kg그물망,17337.5,1200.0,2080500,전주도매시장,전주원협(공),양배추,양배추(일반),전라북도,무주군,특,20805000.0
2024-11,10kg그물망,8088.181818181818,1100.0,889700,천안도매시장,천안농협(공),양배추,양배추(일반),충청남도,천안시,특,8897000.0
2024-11,10kg그물망,8000.0,1000.0,800000,부산엄궁도매,농협부산(공),양배추,양배추(일반),부산광역시,부산광역시,특,8000000.0
2024-11,10kg그물망,7600.0,1000.0,760000,서울강서도매,농협강서(공),양배추,양배추(일반),경기도,고양시,특,7600000.0
2024-11,10kg그물망,6820.202020202019,990.0,675200,창원내서도매시장,마산청과,양배추,양배추(일반),전라북도,부안군,특,6751999.999999999
2024-11,10kg그물망,4500.0,850.0,382500,서울강서도매,농협강서(공),양배추,양배추(일반),충청남도,예산군,특,3825000.0
2024-11,10kg그물망,4588.095238095239,840.0,385400,원주도매시장,원주원협(공),양배추,양배추(일반),강원도,원주시,특,3854000.000000001
2024-11,10kg그물망,11800.0,830.0,979400,전주도매시장,전주원협(공),양배추,양배추(일반),전라북도,완주군,특,9794000.0
2024-11,10kg그물망,5300.0,800.0,424000,수원도매시장,경기청과,양배추,양배추(일반),부산광역시,강서구,특,4240000.0
2024-11,10kg그물망,3312.5,800.0,265000,부산엄궁도매,농협부산(공),양배추,양배추(일반),부산광역시,사상구,특,2650000.0
2024-11,10kg그물망,8000.0,760.0,608000,인천구월도매,덕풍청과,양배추,양배추(일반),강원도,횡성군,특,6080000.0
2024-11,10kg그물망,5008.064516129032,620.0,310500,광주각화도매,광주원협(공),양배추,양배추(일반),전라남도,완도군,특,3105000.0
2024-11,10kg그물망,12830.0,610.0,782630,춘천도매시장,춘천원협(공),양배추,양배추(일반),서울특별시,서울특별시,특,7826300.0
2024-11,10kg그물망,12000.0,610.0,732000,강릉도매시장,강릉농산물,양배추,양배추(일반),강원도,홍천군,특,7320000.0
2024-11,10kg그물망,10255.98360655738,610.0,625615,수원도매시장,경기청과,양배추,양배추(일반),서울특별시,송파구,특,6256150.000000002
2024-11,10kg그물망,10000.0,610.0,610000,울산도매시장,울산원협(공),양배추,양배추(일반),부산광역시,부산광역시,특,6100000.0
2024-11,10kg그물망,9700.0,610.0,591700,원주도매시장,원주원협(공),양배추,양배추(일반),대전광역시,대전광역시,특,5917000.0
2024-11,10kg그물망,8300.0,600.0,498000,청주도매시장,충북원협(청주),양배추,양배추(일반),강원도,횡성군,특,4980000.0
2024-11,10kg그물망,8200.0,600.0,492000,부산반여도매,부산중앙청과,양배추,양배추(일반),경상북도,봉화군,특,4920000.0
2024-11,10kg그물망,7000.0,600.0,420000,전주도매시장,전주원협(공),양배추,양배추(일반),전라북도,임실군,특,4200000.0
2024-11,10kg그물망,9000.0,550.0,495000,인천구월도매,덕풍청과,양배추,양배추(일반),충청북도,충주시,특,4950000.0
2024-11,10kg그물망,6500.0,500.0,325000,광주각화도매,광주원협(공),양배추,양배추(일반),강원도,평창군,특,3250000.0
2024-11,10kg그물망,5500.0,490.0,269500,창원팔용도매시장,농협창원(공),양배추,양배추(일반),경상남도,창원시,특,2695000.0
2024-11,10kg그물망,4840.0,350.0,169400,창원내서도매시장,마산청과,양배추,양배추(일반),서울특별시,강동구,특,1694000.0
2024-11,10kg그물망,3371.428571428572,350.0,118000,원주도매시장,합동청과,양배추,양배추(일반),강원도,횡성군,특,1180000.0000000002
2024-11,10kg그물망,7170.588235294118,340.0,243800,천안도매시장,천안농협(공),양배추,양배추(일반),경기도,평택시,특,2438000.0
2024-11,10kg그물망,3500.0,300.0,105000,전주도매시장,전주원협(공),양배추,양배추(일반),전라북도,임실군,특,1050000.0
2024-11,10kg그물망,13200.0,270.0,356400,전주도매시장,전주원협(공),양배추,양배추(일반),전라북도,장수군,특,3564000.0
2024-11,10kg그물망,11000.0,250.0,275000,대구북부도매,효성청과,양배추,양배추(일반),경상북도,상주시,특,2750000.0
2024-11,10kg그물망,7371.428571428572,210.0,154800,순천도매시장,남도청과,양배추,양배추(일반),전라남도,고흥군,특,1548000.0
2024-11,10kg그물망,7500.0,200.0,150000,천안도매시장,천안농협(공),양배추,양배추(일반),강원도,횡성군,특,1500000.0
2024-11,10kg그물망,19500.0,160.0,312000,강릉도매시장,강릉농산물,양배추,양배추(일반),강원도,평창군,특,3120000.0
2024-11,10kg그물망,5500.0,120.0,66000,창원내서도매시장,마산청과,양배추,양배추(일반),부산광역시,중구,특,660000.0
2024-11,10kg그물망,11500.0,100.0,115000,부산엄궁도매,항도청과,양배추,양배추(일반),강원도,평창군,특,1150000.0
2024-11,10kg그물망,3700.0,30.0,11100,광주각화도매,광주원협(공),양배추,양배추(일반),전라북도,장수군,특,111000.0
2024-11,10kg그물망,8000.0,10.0,8000,부산반여도매,부산중앙청과,양배추,양배추(일반),강원도,평창군,특,80000.0
2024-10,10kg그물망,9095.258005038046,385070.0,350231100,구리도매시장,농협구리(공),양배추,양배추(일반),강원도,강원도,특,3502311000.0000005
2024-10,10kg그물망,6569.604190291053,185190.0,121662500,구리도매시장,인터넷청과,양배추,양배추(일반),강원도,정선군,특,1216625000.0
2024-10,10kg그물망,6517.980575728411,114290.0,74494000,구리도매시장,인터넷청과,양배추,양배추(일반),강원도,삼척시,특,744940000.0000001
2024-10,10kg그물망,10033.17951903452,112690.0,113063900,인천구월도매,대인농산,양배추,양배추(일반),제주도,제주시,특,1130639000.0
2024-10,10kg그물망,6822.118788514488,76270.0,52032300,구리도매시장,인터넷청과,양배추,양배추(일반),충청남도,서산시,특,520323000.0
2024-10,10kg그물망,10115.46263067561,64090.0,64830000,인천구월도매,덕풍청과,양배추,양배추(일반),강원도,정선군,특,648299999.9999999
2024-10,10kg그물망,9253.708231458842,61350.0,56771500,수원도매시장,수원원협(공),양배추,양배추(일반),전라남도,전라남도,특,567715000.0
2024-10,10kg그물망,4718.443496801706,56280.0,26555400,광주각화도매,광주원협(공),양배추,양배추(일반),전라남도,무안군,특,265554000.0
2024-10,10kg그물망,8991.5994206497,48330.0,43456400,서울강서도매,농협강서(공),양배추,양배추(일반),강원도,홍천군,특,434564000.0
2024-10,10kg그물망,10429.57746478873,43310.0,45170500,서울강서도매,농협강서(공),양배추,양배추(일반),충청남도,서산시,특,451704999.9999999
2024-10,10kg그물망,9841.052874624798,43310.0,42621600,수원도매시장,경기청과,양배추,양배추(일반),전라남도,해남군,특,426216000.0
2024-10,10kg그물망,8251.442531409959,42980.0,35464700,구리도매시장,농협구리(공),양배추,양배추(일반),충청남도,충청남도,특,354647000.00000006
2024-10,10kg그물망,3262.162162162162,39590.0,12914900,광주각화도매,광주청과,양배추,양배추(일반),전라남도,무안군,특,129149000.0
2024-10,10kg그물망,10072.30034491908,37690.0,37962500,순천도매시장,남도청과,양배추,양배추(일반),강원도,정선군,특,379625000.0000001
2024-10,10kg그물망,5984.556213017751,33800.0,20227800,대전노은도매,대전원협(공),양배추,양배추(일반),충청북도,괴산군,특,202278000.0
2024-10,10kg그물망,8557.970027247957,29360.0,25126200,서울강서도매,농협강서(공),양배추,양배추(일반),강원도,평창군,특,251262000.0
2024-10,10kg그물망,11287.99860041987,28580.0,32261100,수원도매시장,수원원협(공),양배추,양배추(일반),강원도,평창군,특,322610999.9999999
2024-10,10kg그물망,7005.357772294677,28370.0,19874200,안양도매시장,안양농산물(주),양배추,양배추(일반),충청남도,서산시,특,198741999.99999997
2024-10,10kg그물망,8970.658465991317,27640.0,24794900,전주도매시장,전주원협(공),양배추,양배추(일반),-,-,특,247949000.0
2024-10,10kg그물망,6241.935483870969,24800.0,15480000,구리도매시장,구리청과,양배추,양배추(일반),강원도,강원도,특,154800000.00000003
2024-10,10kg그물망,7759.260908281389,22460.0,17427300,광주서부도매,농협광주(공),양배추,양배추(일반),광주광역시,광주광역시,특,174273000.0
2024-10,10kg그물망,6575.036354823073,20630.0,13564300,구리도매시장,인터넷청과,양배추,양배추(일반),강원도,강릉시,특,135643000.0
2024-10,10kg그물망,8636.701570680629,19100.0,16496100,청주도매시장,충북원협(청주),양배추,양배추(일반),강원도,평창군,특,164961000.0
2024-10,10kg그물망,4492.120885051268,18530.0,8323900,원주도매시장,원주원협(공),양배추,양배추(일반),-,-,특,83238999.99999999
2024-10,10kg그물망,6405.988700564972,17700.0,11338600,천안도매시장,천안농협(공),양배추,양배추(일반),서울특별시,서울특별시,특,113386000.0
2024-10,10kg그물망,7733.722287047841,17140.0,13255600,구리도매시장,인터넷청과,양배추,양배추(일반),강원도,영월군,특,132555999.99999999
2024-10,10kg그물망,9718.90730509515,16290.0,15832100,안양도매시장,안양농산물(주),양배추,양배추(일반),강원도,정선군,특,158321000.0
2024-10,10kg그물망,7332.354818123804,15670.0,11489800,안산도매시장,농협안산(공),양배추,양배추(일반),강원도,평창군,특,114898000.0
2024-10,10kg그물망,7500.638977635783,15650.0,11738500,순천도매시장,남도청과,양배추,양배추(일반),강원도,삼척시,특,117385000.0
2024-10,10kg그물망,10314.0,15000.0,15471000,수원도매시장,수원원협(공),양배추,양배추(일반),서울특별시,서울특별시,특,154710000.0
2024-10,10kg그물망,8063.829787234043,14100.0,11370000,부산엄궁도매,항도청과,양배추,양배추(일반),제주도,제주도,특,113700000.0
2024-10,10kg그물망,11070.0,12950.0,14335650,원주도매시장,원주원협(공),양배추,양배추(일반),서울특별시,송파구,특,143356500.0
2024-10,10kg그물망,4580.221518987341,12640.0,5789400,광주각화도매,광주원협(공),양배추,양배추(일반),강원도,강원도,특,57893999.99999999
2024-10,10kg그물망,7406.22009569378,12540.0,9287400,창원내서도매시장,마산청과,양배추,양배추(일반),경상북도,김천시,특,92874000.0
2024-10,10kg그물망,7374.0589198036,12220.0,9011100,광주각화도매,광주원협(공),양배추,양배추(일반),전라남도,무안군,특,90110999.99999999
2024-10,10kg그물망,7737.599293909973,11330.0,8766700,청주도매시장,충북원협(청주),양배추,양배추(일반),충청북도,괴산군,특,87667000.0
2024-10,10kg그물망,11421.80312787489,10870.0,12415500,인천구월도매,덕풍청과,양배추,양배추(일반),강원도,태백시,특,124155000.00000004
2024-10,10kg그물망,4463.055555555556,10800.0,4820100,청주도매시장,충북원협(청주),양배추,양배추(일반),충청북도,괴산군,특,48201000.0
2024-10,10kg그물망,6625.34516765286,10140.0,6718100,창원팔용도매시장,농협창원(공),양배추,양배추(일반),경상남도,창원시,특,67181000.0
2024-10,10kg그물망,8094.71007121058,9830.0,7957100,수원도매시장,경기청과,양배추,양배추(일반),강원도,홍천군,특,79571000.0
2024-10,10kg그물망,8118.031088082902,9650.0,7833900,창원내서도매시장,마산청과,양배추,양배추(일반),경상남도,진해시,특,78339000.0
2024-10,10kg그물망,9866.666666666666,9150.0,9028000,인천구월도매,덕풍청과,양배추,양배추(일반),전라남도,무안군,특,90280000.0
2024-10,10kg그물망,15235.05617977528,8900.0,13559200,춘천도매시장,춘천원협(공),양배추,양배추(일반),서울특별시,송파구,특,135592000.0
2024-10,10kg그물망,7823.863636363636,8800.0,6885000,안양도매시장,안양원협(공),양배추,양배추(일반),강원도,정선군,특,68850000.0
2024-10,10kg그물망,6542.384887839433,8470.0,5541400,구리도매시장,농협구리(공),양배추,양배추(일반),경상북도,경상북도,특,55413999.99999999
2024-10,10kg그물망,9252.054794520547,8030.0,7429400,광주각화도매,광주원협(공),양배추,양배추(일반),강원도,평창군,특,74294000.0
2024-10,10kg그물망,8099.875466998755,8030.0,6504200,전주도매시장,전주원협(공),양배추,양배추(일반),전라북도,고창군,특,65042000.0
2024-10,10kg그물망,7458.333333333332,7320.0,5459500,광주서부도매,농협광주(공),양배추,양배추(일반),전라남도,해남군,특,54594999.99999999
2024-10,10kg그물망,4733.333333333333,7320.0,3464800,구리도매시장,인터넷청과,양배추,양배추(일반),강원도,태백시,특,34648000.0
2024-10,10kg그물망,4357.847533632287,6690.0,2915400,안산도매시장,농협안산(공),양배추,양배추(일반),충청남도,서산시,특,29154000.0
2024-10,10kg그물망,6727.795031055902,6440.0,4332700,부산반여도매,부산중앙청과,양배추,양배추(일반),부산광역시,중구,특,43327000.00000001
2024-10,10kg그물망,5531.707317073171,6150.0,3402000,전주도매시장,전주원협(공),양배추,양배추(일반),전라북도,장수군,특,34020000.0
2024-10,10kg그물망,9967.184801381693,5790.0,5771000,순천도매시장,남도청과,양배추,양배추(일반),전라남도,무안군,특,57710000.0
2024-10,10kg그물망,5257.142857142857,5600.0,2944000,서울강서도매,농협강서(공),양배추,양배추(일반),충청남도,예산군,특,29440000.0
2024-10,10kg그물망,5752.293577981652,5450.0,3135000,안산도매시장,농협안산(공),양배추,양배추(일반),광주광역시,광주광역시,특,31350000.0
2024-10,10kg그물망,8587.962962962964,5400.0,4637500,수원도매시장,경기청과,양배추,양배추(일반),강원도,정선군,특,46375000.0
2024-10,10kg그물망,5788.461538461538,5200.0,3010000,인천구월도매,대인농산,양배추,양배추(일반),부산광역시,강서구,특,30100000.0
2024-10,10kg그물망,9293.217054263567,5160.0,4795300,수원도매시장,경기청과,양배추,양배추(일반),강원도,영월군,특,47953000.00000001
2024-10,10kg그물망,8636.614173228347,5080.0,4387400,순천도매시장,순천원협(공),양배추,양배추(일반),강원도,정선군,특,43874000.0
2024-10,10kg그물망,7392.504930966469,5070.0,3748000,부산엄궁도매,항도청과,양배추,양배추(일반),강원도,평창군,특,37480000.0
2024-10,10kg그물망,2921.822033898305,4720.0,1379100,광주서부도매,호남청과,양배추,양배추(일반),광주광역시,광주광역시,특,13791000.0
2024-10,10kg그물망,8404.587155963303,4360.0,3664400,청주도매시장,충북원협(청주),양배추,양배추(일반),강원도,정선군,특,36644000.0
2024-10,10kg그물망,8357.142857142857,4270.0,3568500,전주도매시장,전주원협(공),양배추,양배추(일반),전라북도,익산시,특,35685000.0
2024-10,10kg그물망,9533.333333333334,4260.0,4061200,구리도매시장,인터넷청과,양배추,양배추(일반),강원도,평창군,특,40612000.0
2024-10,10kg그물망,6488.361045130642,4210.0,2731600,구리도매시장,농협구리(공),양배추,양배추(일반),충청남도,서산시,특,27316000.000000004
2024-10,10kg그물망,8910.38961038961,3850.0,3430500,청주도매시장,충북원협(청주),양배추,양배추(일반),강원도,홍천군,특,34305000.0
2024-10,10kg그물망,5507.027027027027,3700.0,2037600,광주각화도매,광주청과,양배추,양배추(일반),전라북도,장수군,특,20376000.0
2024-10,10kg그물망,4768.478260869565,3680.0,1754800,전주도매시장,전주원협(공),양배추,양배추(일반),전라북도,전주시,특,17548000.0
2024-10,10kg그물망,3587.826086956522,3450.0,1237800,광주서부도매,호남청과,양배추,양배추(일반),전라남도,무안군,특,12378000.0
2024-10,10kg그물망,7133.224755700325,3070.0,2189900,구리도매시장,농협구리(공),양배추,양배추(일반),전라남도,전라남도,특,21898999.999999996
2024-10,10kg그물망,12500.0,3000.0,3750000,구리도매시장,구리청과,양배추,양배추(일반),강원도,태백시,특,37500000.0
2024-10,10kg그물망,8309.578544061304,2610.0,2168800,수원도매시장,경기청과,양배추,양배추(일반),강원도,평창군,특,21688000.000000004
2024-10,10kg그물망,6275.0,2440.0,1531100,광주서부도매,농협광주(공),양배추,양배추(일반),전라남도,무안군,특,15311000.0
2024-10,10kg그물망,6890.243902439025,2050.0,1412500,부산반여도매,부산중앙청과,양배추,양배추(일반),전라남도,진도군,특,14125000.000000002
2024-10,10kg그물망,5788.235294117648,2040.0,1180800,부산반여도매,농협반여(공),양배추,양배추(일반),부산광역시,부산광역시,특,11808000.000000002
2024-10,10kg그물망,5217.948717948718,1950.0,1017500,대구북부도매,효성청과,양배추,양배추(일반),충청북도,괴산군,특,10175000.0
2024-10,10kg그물망,11299.45355191257,1830.0,2067800,수원도매시장,수원원협(공),양배추,양배추(일반),강원도,삼척시,특,20678000.0
2024-10,10kg그물망,9666.060606060606,1650.0,1594900,청주도매시장,충북원협(청주),양배추,양배추(일반),충청북도,청원군,특,15949000.0
2024-10,10kg그물망,7600.0,1620.0,1231200,전주도매시장,전주원협(공),양배추,양배추(일반),전라북도,부안군,특,12312000.0
2024-10,10kg그물망,4500.0,1620.0,729000,대구북부도매,효성청과,양배추,양배추(일반),강원도,정선군,특,7290000.0
2024-10,10kg그물망,6750.0,1600.0,1080000,서울강서도매,농협강서(공),양배추,양배추(일반),전라남도,무안군,특,10800000.0
2024-10,10kg그물망,5750.0,1600.0,920000,안양도매시장,안양농산물(주),양배추,양배추(일반),강원도,평창군,특,9200000.0
2024-10,10kg그물망,4500.0,1600.0,720000,서울강서도매,농협강서(공),양배추,양배추(일반),부산광역시,강서구,특,7200000.0
2024-10,10kg그물망,3000.0,1590.0,477000,구리도매시장,농협구리(공),양배추,양배추(일반),경기도,경기도,특,4770000.0
2024-10,10kg그물망,9028.947368421053,1520.0,1372400,천안도매시장,천안농협(공),양배추,양배추(일반),충청남도,천안시,특,13724000.000000002
2024-10,10kg그물망,9526.174496644295,1490.0,1419400,청주도매시장,충북원협(청주),양배추,양배추(일반),강원도,횡성군,특,14194000.0
2024-10,10kg그물망,8444.366197183099,1420.0,1199100,부산엄궁도매,농협부산(공),양배추,양배추(일반),광주광역시,광주광역시,특,11991000.0
2024-10,10kg그물망,7500.0,1420.0,1065000,서울강서도매,농협강서(공),양배추,양배추(일반),충청남도,당진시,특,10650000.0
2024-10,10kg그물망,4000.0,1420.0,568000,부산반여도매,부산중앙청과,양배추,양배추(일반),강원도,평창군,특,5680000.0
