DATE,거래단위,도매시장,산지-광역시도,등급,단위_무게(kg),1kg_물량,1kg_평균가격,weighted_price,광역시도,평균기온,평균풍속,평균강수량,Month,z_score
2024-03-01,10kg그물망,안양도매시장,제주도,특,10,279900,695.8985351911397,194782000.0,제주도,8.28,3.91,145.35,3,0.062457526336445066
2024-03-01,10kg그물망,안양도매시장,제주도,특,10,55800,1063.835125448029,59362000.000000015,제주도,8.28,3.91,145.35,3,1.0823555029058087
2024-03-01,10kg그물망,안양도매시장,제주도,특,10,48000,534.6666666666667,25664000.000000004,제주도,8.28,3.91,145.35,3,-0.384467462428052
2024-03-01,10kg그물망,안양도매시장,제주도,특,10,34100,617.8885630498535,21070000.000000004,제주도,8.28,3.91,145.35,3,-0.153781398646745
2024-03-01,10kg그물망,안양도매시장,제주도,특,10,5800,630.0,3654000.0,제주도,8.28,3.91,145.35,3,-0.12020922788172939
2023-03-01,10kg그물망,안양도매시장,제주도,특,10,105800,478.6105860113422,50637000.00000001,제주도,10.06,3.26,59.21,3,-0.5398515279129716
2023-03-01,10kg그물망,안양도매시장,제주도,특,10,22300,570.0,12711000.0,제주도,10.06,3.26,59.21,3,-0.28652559927452
2023-03-01,10kg그물망,안양도매시장,제주도,특,10,6500,525.076923076923,3412999.9999999995,제주도,10.06,3.26,59.21,3,-0.41104965170194296
2022-03-01,10kg그물망,안양도매시장,제주도,특,10,75000,490.0,36750000.0,제주도,9.19,3.73,226.76,3,-0.5082807611315742
2024-03-01,11kg그물망,안양도매시장,제주도,특,11,297902,616.4537331068606,183642800.0,제주도,8.28,3.91,145.35,3,-0.15775866047481674
2024-03-01,11kg그물망,안양도매시장,제주도,특,11,123299,993.7282540815418,122525700.0,제주도,8.28,3.91,145.35,3,0.8880234953162207
2024-03-01,11kg그물망,안양도매시장,제주도,특,11,118943,627.0507722186258,74583300.0,제주도,8.28,3.91,145.35,3,-0.12838430893187897
2024-03-01,11kg그물망,안양도매시장,제주도,특,11,2662,590.9090909090909,1573000.0,제주도,8.28,3.91,145.35,3,-0.22856686378915364
2023-03-01,11kg그물망,안양도매시장,제주도,특,11,194447,503.2132149120326,97848300.0,제주도,10.06,3.26,59.21,3,-0.4716545284882013
2024-03-01,12kg그물망,안양도매시장,제주도,특,12,306576,698.3286362924691,214090800.00000003,제주도,8.28,3.91,145.35,3,0.06919361962462406
2024-03-01,12kg그물망,안양도매시장,제주도,특,12,215424,623.1450534759358,134240400.0,제주도,8.28,3.91,145.35,3,-0.1392107250812957
2024-03-01,12kg그물망,안양도매시장,제주도,특,12,205056,787.8511235955057,161553600.0,제주도,8.28,3.91,145.35,3,0.3173445403962608
2024-03-01,12kg그물망,안양도매시장,제주도,특,12,123408,621.2174251264099,76663200.0,제주도,8.28,3.91,145.35,3,-0.14455399428941268
2024-03-01,12kg그물망,안양도매시장,제주도,특,12,576,583.3333333333334,336000.0,제주도,8.28,3.91,145.35,3,-0.24956640563167753
2023-03-01,12kg그물망,안양도매시장,제주도,특,12,722592,489.655573269563,353821200.00000006,제주도,10.06,3.26,59.21,3,-0.5092354911985236
2023-03-01,12kg그물망,안양도매시장,제주도,특,12,218160,457.8052805280528,99874800.0,제주도,10.06,3.26,59.21,3,-0.5975225764746255
2023-03-01,12kg그물망,안양도매시장,제주도,특,12,5040,501.1904761904763,2526000.0000000005,제주도,10.06,3.26,59.21,3,-0.4772614378956168
2022-03-01,12kg그물망,안양도매시장,제주도,특,12,732096,527.3718200891686,386086800.0,제주도,9.19,3.73,226.76,3,-0.4046883359719954
2022-03-01,12kg그물망,안양도매시장,제주도,특,12,191664,535.9504132231403,102722399.99999996,제주도,9.19,3.73,226.76,3,-0.38090899461037403
2021-03-01,12kg그물망,안양도매시장,제주도,특,12,377712,346.403609098996,130840800.0,제주도,10.23,3.66,232.51,3,-0.906321272460836
2020-03-01,8kg그물망,안양도매시장,충청남도,특,8,24960,1075.320512820513,26840000.000000004,충청남도,6.63,2.7,22.11,3,1.1141923021030107
2020-03-01,10kg그물망,울산도매시장,울산광역시,특,10,9800,750.0,7350000.0,울산광역시,9.22,2.94,48.54,3,0.21242351490385183
2020-03-01,10kg그물망,울산도매시장,울산광역시,특,10,6000,800.0,4800000.0,울산광역시,9.22,2.94,48.54,3,0.35102049106451066
2023-03-01,10kg파렛트,울산도매시장,울산광역시,특,10,7100,470.0,3337000.0,울산광역시,11.01,2.64,74.82,3,-0.5637195515958376
2023-03-01,12kg그물망,울산도매시장,울산광역시,특,12,17280,541.6666666666666,9360000.0,울산광역시,11.01,2.64,74.82,3,-0.3650638857655601
2021-03-01,12kg그물망,울산도매시장,울산광역시,특,12,125712,355.6128293241695,44704800.0,울산광역시,10.11,2.91,158.57,3,-0.8807938709407035
2020-03-01,12kg그물망,울산도매시장,울산광역시,특,12,7344,916.6666666666666,6732000.0,울산광역시,9.22,2.94,48.54,3,0.6744134354393811
2023-03-01,8kg그물망,울산도매시장,제주도,특,8,27840,430.0287356321839,11972000.0,제주도,10.06,3.26,59.21,3,-0.6745174790897897
2022-03-01,10kg그물망,울산도매시장,제주도,특,10,19000,715.8421052631579,13601000.0,제주도,9.19,3.73,226.76,3,0.1177398964530439
2020-03-01,10kg그물망,울산도매시장,제주도,특,10,118000,889.0254237288136,104905000.0,제주도,8.94,3.81,112.06,3,0.5977935816692094
2020-03-01,10kg상자,울산도매시장,제주도,특,10,15700,750.0,11775000.0,제주도,8.94,3.81,112.06,3,0.21242351490385183
2022-03-01,11kg그물망,울산도매시장,제주도,특,11,42834,559.3733949666153,23960200.0,제주도,9.19,3.73,226.76,3,-0.31598190576413526
2022-03-01,12kg그물망,울산도매시장,제주도,특,12,69984,593.4825102880658,41534279.99999999,제주도,9.19,3.73,226.76,3,-0.2214335009027704
2021-03-01,12kg그물망,울산도매시장,제주도,특,12,85392,337.3946037099494,28810800.0,제주도,10.23,3.66,232.51,3,-0.9312936905635748
2020-03-01,12kg그물망,울산도매시장,제주도,특,12,116496,700.9167696744953,81654000.0,제주도,8.94,3.81,112.06,3,0.07636776883760979
2022-03-01,10kg그물망,원주도매시장,강원도,특,10,12000,840.0,10080000.0,강원도,4.63,2.18,92.63,3,0.46189807199303773
2022-03-01,12kg그물망,원주도매시장,강원도,특,12,11520,733.3333333333334,8448000.0,강원도,4.63,2.18,92.63,3,0.16622452285029898
2024-03-01,8kg그물망,원주도매시장,경기도,특,8,31872,946.5110441767068,30167200.0,경기도,5.65,1.78,31.8,3,0.7571402450051561
2023-03-01,8kg그물망,원주도매시장,경기도,특,8,27968,748.3123569794051,20928800.0,경기도,7.75,1.57,8.95,3,0.2077454705139899
2022-03-01,10kg그물망,원주도매시장,경기도,특,10,10000,815.0,8150000.0,경기도,6.14,1.66,80.35,3,0.3925995839127083
2021-03-01,10kg그물망,원주도매시장,경기도,특,10,48200,564.1078838174274,27190000.0,경기도,7.4,1.59,91.9,3,-0.302858188996357
2021-03-01,10kg그물망,원주도매시장,경기도,특,10,47400,410.0,19434000.0,경기도,7.4,1.59,91.9,3,-0.7300359229886283
2024-03-01,10kg그물망,원주도매시장,대전광역시,특,10,62500,898.2719999999999,56141999.99999999,대전광역시,6.59,1.54,60.95,3,0.6234245318897158
2023-03-01,10kg그물망,원주도매시장,대전광역시,특,10,104600,694.5315487571702,72648000.0,대전광역시,9.15,1.39,27.1,3,0.05866832261242881
2020-03-01,10kg그물망,원주도매시장,대전광역시,특,10,4000,900.0,3600000.0,대전광역시,7.52,1.26,21.0,3,0.6282144433858283
2023-03-01,12kg그물망,원주도매시장,대전광역시,특,12,8784,625.0,5490000.0,대전광역시,9.15,1.39,27.1,3,-0.13406892549779525
2024-03-01,10kg그물망,원주도매시장,서울특별시,특,10,122700,913.1234718826406,112040250.0,서울특별시,6.94,1.85,29.85,3,0.6645919137790967
2023-03-01,10kg그물망,원주도매시장,서울특별시,특,10,104400,742.5301724137931,77520150.0,서울특별시,9.53,1.61,9.7,3,0.19171760458605694
2022-03-01,10kg그물망,원주도매시장,서울특별시,특,10,59500,959.9117647058824,57114750.0,서울특별시,7.78,1.71,85.65,3,0.7942862318795121
2021-03-01,10kg그물망,원주도매시장,서울특별시,특,10,101000,540.0846534653465,54548549.99999999,서울특별시,8.98,1.6,97.62,3,-0.3694491306845444
2020-03-01,10kg그물망,원주도매시장,서울특별시,특,10,196100,1115.966343702193,218841000.00000003,서울특별시,7.91,1.81,14.86,3,1.2268600871777782
2023-03-01,8kg그물망,원주도매시장,인천광역시,특,8,4544,924.2957746478874,4200000.0,인천광역시,6.94,2.85,5.48,3,0.695560861379388
2023-03-01,8kg그물망,원주도매시장,제주도,특,8,132608,731.25,96969600.0,제주도,10.06,3.26,59.21,3,0.16044964884360477
2023-03-01,10kg그물망,원주도매시장,제주도,특,10,30000,593.3666666666668,17801000.000000004,제주도,10.06,3.26,59.21,3,-0.22175461241543842
2022-03-01,10kg그물망,원주도매시장,제주도,특,10,194900,783.6531554643406,152733999.99999997,제주도,9.19,3.73,226.76,3,0.3057080266162949
2021-03-01,10kg그물망,원주도매시장,제주도,특,10,12100,421.6528925619835,5102000.0,제주도,10.23,3.66,232.51,3,-0.6977348095363094
2020-03-01,10kg그물망,원주도매시장,제주도,특,10,44000,697.2954545454545,30681000.0,제주도,8.94,3.81,112.06,3,0.06632970230541178
2024-03-01,10kg상자,익산도매시장,강원도,특,10,79000,605.8987341772151,47866000.0,강원도,3.76,2.1,52.33,3,-0.18701647917537367
2023-03-01,10kg상자,익산도매시장,강원도,특,10,62000,578.8548387096774,35889000.0,강원도,6.55,2.09,12.9,3,-0.26198052188348714
2022-03-01,10kg상자,익산도매시장,강원도,특,10,248000,650.2862903225807,161271000.00000003,강원도,4.63,2.18,92.63,3,-0.06397685795719088
2024-03-01,10kg상자,익산도매시장,전라북도,특,10,8100,650.0,5265000.0,전라북도,5.97,2.57,72.64,3,-0.06477043741746585
2023-03-01,10kg상자,익산도매시장,전라북도,특,10,21500,533.3023255813953,11465999.999999998,전라북도,7.89,2.31,27.52,3,-0.38824933340545953
2023-03-01,10kg상자,익산도매시장,전라북도,특,10,16200,680.0,11016000.0,전라북도,7.89,2.31,27.52,3,0.018387748278929455
2022-03-01,10kg상자,익산도매시장,전라북도,특,10,52100,472.7447216890595,24630000.0,전라북도,6.56,2.39,86.94,3,-0.5561113490657132
2022-03-01,10kg상자,익산도매시장,전라북도,특,10,10000,760.0,7600000.0,전라북도,6.56,2.39,86.94,3,0.2401429101359836
2021-03-01,10kg상자,익산도매시장,전라북도,특,10,39800,342.1608040201005,13618000.0,전라북도,7.54,2.16,97.42,3,-0.9180820715483161
2021-03-01,10kg상자,익산도매시장,전라북도,특,10,7500,400.0,3000000.0,전라북도,7.54,2.16,97.42,3,-0.75775531822076
2020-03-01,10kg상자,익산도매시장,전라북도,특,10,90400,718.5176991150444,64954000.00000001,전라북도,6.41,2.57,32.91,3,0.12515648079915415
2020-03-01,10kg상자,익산도매시장,전라북도,특,10,50200,715.0996015936256,35898000.00000001,전라북도,6.41,2.57,32.91,3,0.11568172118533648
2024-03-01,10kg상자,익산도매시장,제주도,특,10,813600,895.2445919370699,728371000.0000001,제주도,8.28,3.91,145.35,3,0.6150327398271859
2023-03-01,10kg상자,익산도매시장,제주도,특,10,397300,665.8016612131889,264523000.0,제주도,10.06,3.26,59.21,3,-0.02096918816820276
2022-03-01,10kg상자,익산도매시장,제주도,특,10,419500,773.6400476758046,324542000.0,제주도,9.19,3.73,226.76,3,0.2779522973870583
2021-03-01,10kg상자,익산도매시장,제주도,특,10,446900,428.6417543074514,191560000.00000003,제주도,10.23,3.66,232.51,3,-0.6783621074417743
2020-03-01,10kg상자,익산도매시장,제주도,특,10,247500,966.3030303030304,239160000.00000003,제주도,8.94,3.81,112.06,3,0.8120024335915992
2022-03-01,10kg그물망,인천구월도매,강원도,특,10,96900,486.3157894736843,47124000.00000001,강원도,4.63,2.18,92.63,3,-0.5184931699013067
2021-03-01,10kg그물망,인천구월도매,강원도,특,10,484800,383.8923267326732,186111000.0,강원도,5.8,2.01,96.1,3,-0.8024048143774675
2020-03-01,10kg그물망,인천구월도매,강원도,특,10,648400,707.3889574336829,458671000.0,강원도,5.07,2.19,28.03,3,0.0943082818889584
2023-03-01,8kg상자,인천구월도매,경상북도,특,8,3200,710.0,2272000.0,경상북도,9.08,1.77,31.47,3,0.10154593397532476
2022-03-01,10kg그물망,인천구월도매,서울특별시,특,10,27800,709.7122302158274,19730000.0,서울특별시,7.78,1.71,85.65,3,0.10074825353699017
2021-03-01,10kg그물망,인천구월도매,서울특별시,특,10,95000,329.6842105263158,31320000.0,서울특별시,8.98,1.6,97.62,3,-0.9526664341688024
2021-03-01,10kg그물망,인천구월도매,서울특별시,특,10,10000,400.0,4000000.0,서울특별시,8.98,1.6,97.62,3,-0.75775531822076
2020-03-01,10kg그물망,인천구월도매,서울특별시,특,10,21000,842.8571428571429,17700000.0,서울특별시,7.91,1.81,14.86,3,0.46981789920221834
2020-03-01,10kg상자,인천구월도매,서울특별시,특,10,14200,750.0,10650000.0,서울특별시,7.91,1.81,14.86,3,0.21242351490385183
2021-03-01,8kg그물망,인천구월도매,전라남도,특,8,59520,409.4220430107528,24368800.000000007,전라남도,9.41,2.61,128.55,3,-0.7316379848098399
2024-03-01,10kg그물망,인천구월도매,전라남도,특,10,37100,629.1105121293801,23340000.000000004,전라남도,7.82,2.92,78.87,3,-0.12267483446571929
2023-03-01,10kg그물망,인천구월도매,전라남도,특,10,61700,367.8768233387358,22698000.0,전라남도,9.49,2.42,36.09,3,-0.8467988212192774
2022-03-01,10kg그물망,인천구월도매,전라남도,특,10,86300,598.0069524913094,51608000.00000001,전라남도,8.54,2.7,102.69,3,-0.2088920207391056
2022-03-01,10kg그물망,인천구월도매,전라남도,특,10,52800,462.594696969697,24425000.0,전라남도,8.54,2.7,102.69,3,-0.5842466037469048
2021-03-01,10kg그물망,인천구월도매,전라남도,특,10,173000,353.2658959537573,61115000.000000015,전라남도,9.41,2.61,128.55,3,-0.887299428308497
2021-03-01,10kg상자,인천구월도매,전라남도,특,10,20000,457.5,9150000.0,전라남도,9.41,2.61,128.55,3,-0.5983687956360023
2024-03-01,8kg그물망,인천구월도매,제주도,특,8,571904,938.6638316920322,536825600.0,제주도,8.28,3.91,145.35,3,0.7353882465718345
2024-03-01,8kg그물망,인천구월도매,제주도,특,8,472960,829.3538565629228,392251200.0,제주도,8.28,3.91,145.35,3,0.43238760623000694
2023-03-01,8kg그물망,인천구월도매,제주도,특,8,888832,608.7206581221199,541050400.0,제주도,10.06,3.26,59.21,3,-0.17919427666099064
2023-03-01,8kg그물망,인천구월도매,제주도,특,8,186240,594.7809278350514,110772000.0,제주도,10.06,3.26,59.21,3,-0.21783436598664735
2022-03-01,8kg그물망,인천구월도매,제주도,특,8,877824,806.2354184893555,707732800.0,제주도,9.19,3.73,226.76,3,0.36830469401892946
2022-03-01,8kg그물망,인천구월도매,제주도,특,8,434752,724.3485941410275,314912000.0,제주도,9.19,3.73,226.76,3,0.14131936917738402
2021-03-01,8kg그물망,인천구월도매,제주도,특,8,772160,456.4338997099046,352439999.99999994,제주도,10.23,3.66,232.51,3,-0.6013239611658269
2021-03-01,8kg그물망,인천구월도매,제주도,특,8,400128,428.7667946257197,171561599.99999997,제주도,10.23,3.66,232.51,3,-0.6780155032415712
2020-03-01,8kg그물망,인천구월도매,제주도,특,8,327296,885.3857059053579,289783200.0,제주도,8.94,3.81,112.06,3,0.5877045039810289
2020-03-01,8kg그물망,인천구월도매,제주도,특,8,184384,939.7995487677888,173284000.0,제주도,8.94,3.81,112.06,3,0.7385363856213124
2023-03-01,8kg상자,인천구월도매,제주도,특,8,3840,619.7916666666666,2380000.0,제주도,10.06,3.26,59.21,3,-0.14850611051453066
2023-03-01,8kg파렛트,인천구월도매,제주도,특,8,63424,780.7769929364279,49520000.0,제주도,10.06,3.26,59.21,3,0.29773547802998895
2024-03-01,10kg그물망,인천구월도매,제주도,특,10,988700,888.7963993122281,878752999.9999999,제주도,8.28,3.91,145.35,3,0.5971587398370951
2024-03-01,10kg그물망,인천구월도매,제주도,특,10,539100,680.567612687813,366894000.0,제주도,8.28,3.91,145.35,3,0.01996113632215568
2024-03-01,10kg그물망,인천구월도매,제주도,특,10,480400,810.1727726894254,389207000.0,제주도,8.28,3.91,145.35,3,0.37921880174299255
2024-03-01,10kg그물망,인천구월도매,제주도,특,10,46100,745.5531453362255,34369999.99999999,제주도,8.28,3.91,145.35,3,0.20009710270735045
2023-03-01,10kg그물망,인천구월도매,제주도,특,10,821300,583.2728600998416,479042000.0,제주도,10.06,3.26,59.21,3,-0.24973403377768977
2023-03-01,10kg그물망,인천구월도매,제주도,특,10,668900,572.7298549857976,383099000.0,제주도,10.06,3.26,59.21,3,-0.2789586063467471
2023-03-01,10kg그물망,인천구월도매,제주도,특,10,54600,686.190476190476,37465999.99999999,제주도,10.06,3.26,59.21,3,0.035547373898820116
2023-03-01,10kg그물망,인천구월도매,제주도,특,10,45000,609.5333333333332,27429000.0,제주도,10.06,3.26,59.21,3,-0.1769415901234928
2022-03-01,10kg그물망,인천구월도매,제주도,특,10,789800,631.7358825018993,498945000.00000006,제주도,9.19,3.73,226.76,3,-0.11539746656706067
2022-03-01,10kg그물망,인천구월도매,제주도,특,10,557900,596.3219214913067,332688000.0,제주도,9.19,3.73,226.76,3,-0.2135628247658525
2021-03-01,10kg그물망,인천구월도매,제주도,특,10,1139900,403.2169488551627,459627000.0,제주도,10.23,3.66,232.51,3,-0.7488381305449792
2020-03-01,10kg그물망,인천구월도매,제주도,특,10,230300,802.9743812418585,184925000.0,제주도,8.94,3.81,112.06,3,0.35926529598592216
2023-03-01,10kg상자,인천구월도매,제주도,특,10,6000,354.3333333333334,2126000.0000000005,제주도,10.06,3.26,59.21,3,-0.8843405564474949
2022-03-01,10kg상자,인천구월도매,제주도,특,10,37000,807.9459459459458,29894000.0,제주도,9.19,3.73,226.76,3,0.3730461726813934
2020-03-01,8kg그물망,인천구월도매,충청남도,특,8,26240,1070.853658536585,28099200.0,충청남도,6.63,2.7,22.11,3,1.1018104521689567
2022-03-01,8kg그물망,인천삼산도매,강원도,특,8,29824,844.87660944206,25197600.0,강원도,4.63,2.18,92.63,3,0.47541573844475854
2022-03-01,8kg파렛트,인천삼산도매,경상북도,특,8,11520,787.5,9072000.0,경상북도,7.19,1.91,71.57,3,0.31637124702434594
2024-03-01,8kg그물망,인천삼산도매,전라남도,특,8,51968,859.5289408866995,44668000.0,전라남도,7.82,2.92,78.87,3,0.5160311150833738
2024-03-01,8kg그물망,인천삼산도매,전라남도,특,8,896,687.5,616000.0,전라남도,7.82,2.92,78.87,3,0.03917729470302828
2023-03-01,8kg그물망,인천삼산도매,전라남도,특,8,153216,552.5271512113616,84655999.99999997,전라남도,9.49,2.42,36.09,3,-0.33495927941487436
2022-03-01,8kg그물망,인천삼산도매,전라남도,특,8,67584,622.0999053030303,42044000.0,전라남도,8.54,2.7,102.69,3,-0.14210781260938665
2022-03-01,8kg그물망,인천삼산도매,전라남도,특,8,15616,640.625,10004000.0,전라남도,8.54,2.7,102.69,3,-0.09075737044758937
2021-03-01,8kg그물망,인천삼산도매,전라남도,특,8,46784,470.7592339261286,22024000.0,전라남도,9.41,2.61,128.55,3,-0.5616150010686375
2021-03-01,8kg그물망,인천삼산도매,전라남도,특,8,20288,400.0,8115200.0,전라남도,9.41,2.61,128.55,3,-0.75775531822076
2021-03-01,8kg그물망,인천삼산도매,전라남도,특,8,13440,521.4285714285714,7008000.0,전라남도,9.41,2.61,128.55,3,-0.42116266183058854
2020-03-01,8kg그물망,인천삼산도매,전라남도,특,8,208960,1034.360643185299,216140000.0000001,전라남도,8.25,3.02,42.78,3,1.000654020595502
2023-03-01,8kg파렛트,인천삼산도매,전라남도,특,8,23424,1000.0,23424000.0,전라남도,9.49,2.42,36.09,3,0.905408395707146
2020-03-01,8kg그물망,인천삼산도매,전라북도,특,8,7232,1007.743362831858,7287999.999999997,전라북도,6.41,2.57,32.91,3,0.9268725291833532
2024-03-01,8kg그물망,인천삼산도매,제주도,특,8,782336,775.3190445026178,606560000.0,제주도,8.28,3.91,145.35,3,0.28260637505065134
2024-03-01,8kg그물망,인천삼산도매,제주도,특,8,519488,844.3837008747074,438647200.0,제주도,8.28,3.91,145.35,3,0.4740494257055834
2024-03-01,8kg그물망,인천삼산도매,제주도,특,8,499200,785.0400641025642,391892000.00000006,제주도,8.28,3.91,145.35,3,0.3095524534856728
2024-03-01,8kg그물망,인천삼산도매,제주도,특,8,395904,768.3357581635951,304187199.99999994,제주도,8.28,3.91,145.35,3,0.26324912764559966
2024-03-01,8kg그물망,인천삼산도매,제주도,특,8,216576,732.1956264775414,158576000.0,제주도,8.28,3.91,145.35,3,0.16307086825089862
2024-03-01,8kg그물망,인천삼산도매,제주도,특,8,161472,800.1139516448673,129196000.0,제주도,8.28,3.91,145.35,3,0.35133635813265335
2023-03-01,8kg그물망,인천삼산도매,제주도,특,8,691904,624.9306262140412,432392000.0,제주도,10.06,3.26,59.21,3,-0.13426122543696928
2023-03-01,8kg그물망,인천삼산도매,제주도,특,8,630336,712.5913798355162,449172000.0,제주도,10.06,3.26,59.21,3,0.10872908216104991
2023-03-01,8kg그물망,인천삼산도매,제주도,특,8,542080,641.5126918536009,347751200.0,제주도,10.06,3.26,59.21,3,-0.0882967423141586
2023-03-01,8kg그물망,인천삼산도매,제주도,특,8,501760,601.8829719387755,302000800.0,제주도,10.06,3.26,59.21,3,-0.1981479292399314
2023-03-01,8kg그물망,인천삼산도매,제주도,특,8,483072,655.4285903550609,316619200.0,제주도,10.06,3.26,59.21,3,-0.04972271325693863
2023-03-01,8kg그물망,인천삼산도매,제주도,특,8,178432,594.0817790530848,106003200.00000004,제주도,10.06,3.26,59.21,3,-0.21977236412798704
2023-03-01,8kg그물망,인천삼산도매,제주도,특,8,82368,459.7902097902099,37872000.00000001,제주도,10.06,3.26,59.21,3,-0.5920204726020699
2022-03-01,8kg그물망,인천삼산도매,제주도,특,8,927680,775.8787512935494,719767199.9999999,제주도,9.19,3.73,226.76,3,0.2841578484258455
2022-03-01,8kg그물망,인천삼산도매,제주도,특,8,784512,783.7381709903736,614852000.0,제주도,9.19,3.73,226.76,3,0.3059436845129928
2022-03-01,8kg그물망,인천삼산도매,제주도,특,8,390016,806.8058746307843,314667199.99999994,제주도,9.19,3.73,226.76,3,0.3698859639436155
2022-03-01,8kg그물망,인천삼산도매,제주도,특,8,313152,679.9943797261394,212941600.0,제주도,9.19,3.73,226.76,3,0.018372169219684015
2022-03-01,8kg그물망,인천삼산도매,제주도,특,8,235136,864.6876701143168,203319200.0,제주도,9.19,3.73,226.76,3,0.5303308005189612
2022-03-01,8kg그물망,인천삼산도매,제주도,특,8,226048,683.9361551528879,154602400.0,제주도,9.19,3.73,226.76,3,0.02929853231671853
2022-03-01,8kg그물망,인천삼산도매,제주도,특,8,142144,701.2325529040972,99676000.0,제주도,9.19,3.73,226.76,3,0.07724310085251133
2021-03-01,8kg그물망,인천삼산도매,제주도,특,8,874112,448.7946624688827,392296800.0,제주도,10.23,3.66,232.51,3,-0.6224994648014175
2021-03-01,8kg그물망,인천삼산도매,제주도,특,8,655232,432.9141433873804,283659200.00000006,제주도,10.23,3.66,232.51,3,-0.6665193032925746
2021-03-01,8kg그물망,인천삼산도매,제주도,특,8,525312,460.4836744639376,241897600.0,제주도,10.23,3.66,232.51,3,-0.5900982304650119
2021-03-01,8kg그물망,인천삼산도매,제주도,특,8,484864,448.7410902851109,217578400.0,제주도,10.23,3.66,232.51,3,-0.6226479636549593
2021-03-01,8kg그물망,인천삼산도매,제주도,특,8,479360,465.2186248331109,223007200.00000003,제주도,10.23,3.66,232.51,3,-0.5769732343962476
2021-03-01,8kg그물망,인천삼산도매,제주도,특,8,107456,563.8400833829661,60588000.00000001,제주도,10.23,3.66,232.51,3,-0.30360051560497386
2021-03-01,8kg그물망,인천삼산도매,제주도,특,8,44544,671.5158045977012,29912000.0,제주도,10.23,3.66,232.51,3,-0.0051299282793662105
2020-03-01,8kg그물망,인천삼산도매,제주도,특,8,939200,952.1703577512776,894278400.0,제주도,8.94,3.81,112.06,3,0.7728275199767657
2020-03-01,8kg그물망,인천삼산도매,제주도,특,8,610304,1045.813234060403,638264000.0000001,제주도,8.94,3.81,112.06,3,1.0323999098853929
2020-03-01,8kg그물망,인천삼산도매,제주도,특,8,530624,970.6383427813292,515044000.0,제주도,8.94,3.81,112.06,3,0.8240196575956751
2020-03-01,8kg그물망,인천삼산도매,제주도,특,8,422592,880.406633348478,372052800.0,제주도,8.94,3.81,112.06,3,0.5739028159716674
2020-03-01,8kg그물망,인천삼산도매,제주도,특,8,55488,1080.594002306805,59959999.99999999,제주도,8.94,3.81,112.06,3,1.1288100960353125
2023-03-01,8kg파렛트,인천삼산도매,제주도,특,8,62464,702.34375,43871200.0,제주도,10.06,3.26,59.21,3,0.08032327200072387
2022-03-01,10kg그물망,인천삼산도매,제주도,특,10,86700,806.4590542099194,69920000.00000001,제주도,9.19,3.73,226.76,3,0.36892459871156263
2021-03-01,10kg그물망,인천삼산도매,제주도,특,10,38600,338.4715025906736,13065000.0,제주도,10.23,3.66,232.51,3,-0.9283085919935914
2023-03-01,10kg상자,인천삼산도매,제주도,특,10,6000,450.8333333333333,2705000.0,제주도,10.06,3.26,59.21,3,-0.6168483924574236
2024-03-01,8kg그물망,인천삼산도매,충청남도,특,8,260800,995.8282208588956,259712000.0,충청남도,6.11,2.92,34.42,3,0.8938444762238025
2023-03-01,10kg그물망,전주도매시장,광주광역시,특,10,7700,540.0,4158000.0,광주광역시,9.35,2.16,35.68,3,-0.3696837849709153
2021-03-01,10kg그물망,전주도매시장,광주광역시,특,10,270500,403.9408502772643,109266000.0,광주광역시,9.12,2.28,122.24,3,-0.7468315195821456
2023-03-01,10kg상자,전주도매시장,광주광역시,특,10,98600,497.129817444219,49016999.99999999,광주광역시,9.35,2.16,35.68,3,-0.4885173383646488
2020-03-01,10kg상자,전주도매시장,광주광역시,특,10,8000,547.5,4380000.0,광주광역시,7.44,2.64,38.14,3,-0.34889423854681645
2024-03-01,10kg그물망,전주도매시장,서울특별시,특,10,18200,1108.406593406593,20173000.0,서울특별시,6.94,1.85,29.85,3,1.205904916547782
2022-03-01,10kg그물망,전주도매시장,서울특별시,특,10,6000,580.0,3480000.0,서울특별시,7.78,1.71,85.65,3,-0.25880620404238824
2023-03-01,10kg상자,전주도매시장,서울특별시,특,10,300,823.6,247080.0,서울특별시,9.53,1.61,9.7,3,0.4164382638123417
2020-03-01,15kg상자,전주도매시장,서울특별시,특,15,283275,651.7288853587504,184618500.00000003,서울특별시,7.91,1.81,14.86,3,-0.05997807176044101
2024-03-01,10kg상자,전주도매시장,전라남도,특,10,289700,857.5560925094926,248434000.0,전라남도,7.82,2.92,78.87,3,0.5105624986932871
2024-03-01,10kg그물망,전주도매시장,전라북도,특,10,94500,785.9894179894179,74276000.0,전라북도,5.97,2.57,72.64,3,0.3121840050461587
2024-03-01,10kg그물망,전주도매시장,전라북도,특,10,15900,939.874213836478,14944000.0,전라북도,5.97,2.57,72.64,3,0.7387433526762155
2024-03-01,10kg그물망,전주도매시장,전라북도,특,10,5100,420.0,2142000.0,전라북도,5.97,2.57,72.64,3,-0.7023165277564964
2023-03-01,10kg그물망,전주도매시장,전라북도,특,10,71900,601.6411682892907,43258000.0,전라북도,7.89,2.31,27.52,3,-0.19881819433279563
2023-03-01,10kg그물망,전주도매시장,전라북도,특,10,44000,414.5,18238000.0,전라북도,7.89,2.31,27.52,3,-0.717562195134169
2022-03-01,10kg그물망,전주도매시장,전라북도,특,10,46300,785.7019438444925,36378000.0,전라북도,6.56,2.39,86.94,3,0.31138714410193785
